@relation train

@attribute Document string
@attribute NumberOfNouns numeric
@attribute NumberOfVerbs numeric
@attribute NumberOfPronouns numeric
@attribute TweetLength numeric
@attribute NumberOfWords numeric
@attribute NumberOfHashTag numeric
@attribute Class {1, 0}

@data
"alerta en todo el mundo: se han registrado más de 250 terremotos en la última semana http://is.gd/9lb3r  #terremotochile vía: @elcomercio alert wake concern earth exist save enter geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography last period week unit_of_time","7","1","1","140","25","1","1"
"rt @carloszarate13: las iglesias de todo el país recibirán sólo alimentos no perecibles desde las 12 hrs. info en: http://tinyurl.com/yz ... house_of_God church building Structure Place_of_worship administrative_division country region Administrative_divisions_of_Germany Federal_republic Federated_state geography acquire receive just support_payment alimony message info","7","1","0","143","26","0","1"
"@copano la florida todo bien;exceptuando algunas cuadras aún;sin energía ... album Todo_bien good do_away_with except Hanegada as_yet physical_phenomenon energy entity extensive_physical_property scalar quantity measure","2","1","1","78","13","0","1"
"rt @sanfeliu: el twitter oficial de la teletón es @teleton_chile hágalo girar rt es el canal oficial del evento del viernes!! súmenlo!! neighbourhood Sanfeliu chirp tweet official broadcast Telethon comprise Teletón_(Chile) move turn comprise television_station channel channel official psychological_feature event weekday Friday day_of_the_week day","8","2","0","138","25","0","1"
"@muchogustomega en dichato se necesita info de!: liria agüero agüero y eduardo sotomayor calixsto.... población santa alicia. sobre 90 años necessitate message info people population angelic period year unit_of_time time_standard","7","2","1","143","24","0","1"
"@jose_munozzz yo y mi familia por suerte estamos bien!! social_group family clan person people phenomenon luck superstition Tro philosophy concept good","3","0","1","55","9","0","1"
"rt @zetadice: rt @linkjrc13: página con datos y búsqueda de personas en viña #terremotochile #viñadelmar http://bit.ly/9rywdm computer_architecture page_(computer_memory) computer aggregation data information value operation search data_structure being person causal_agency subjectivism subject farm vineyard grape_juice raisin orchard","11","1","1","129","23","2","1"
"rt @diantres: terremoto en chile desplazó ligeramente el eje de la tierr geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography disaster 2010_Cauquenes_earthquake tsunami Chile earthquake history South_American_country Chile nation country displace shift slightly shaft axle driveshaft","6","1","0","73","12","0","1"
"@tele13online estudiantes usach: se convoca a reuniÓn maÑana a las 11:00 en patio de los naranjos (feusach) #terremotochile assimilator student enrollee person collect marshal gathering meeting management group_event period forenoon time area patio garden Patio_de_los_Naranjos_(Sevilla) citrus orange Cocktail_garnish taxon fruit organization Federación_de_Estudiantes_de_la_Universidad_de_Santiago_de_Chile","6","2","1","125","21","1","1"
"busco #camilacamposaravena de #cauquenes de 21. su familia de #tco.la busca.cualquier info comunicarse a @#78961556 o mitwitt request seek social_group family clan person people message info interact communicate","7","1","0","125","19","3","1"
"toque de queda en concepción se adelanta a las 20:00 horas happening contact decree curfew rapper meet meet_up_with locality Concepción,_Catamarca municipality village advance overhaul unit_of_time hour unit","4","1","1","59","13","0","1"
"@muchogustomega confirmado!!!!! ayer fue trasladado ivan lara stgo yesterday comprise","0","4","0","66","8","0","1"
"necesito informacion de la ruta stgo-conce @biobiodeportes @gustavohuerta @rodrigosepu #terremotochile #chile #terremotoenchile demand want knowledge information concept identifier sequence rosid_dicot_genus Ruta genus evergreen first_description_(of_a_taxon) flora taxon South_American_country Chile nation country","8","2","1","127","13","3","1"
"rt:  se busca a tamara alarcón puschmann. desaparecida en concepcion electronic_device pager deity Dragon_deities missing","3","2","1","69","11","0","1"
"rt @fran_veloso_v: seguimos buscando a carlos veloso inostroza de cabañas albacora playa la sirena en #curanipe #buscapersonas move follow search shelter hut food_fish swordfish scombroid fish species Bill_Clinton taxon family beak shore coast landform area imaginary_being mermaid legendary_creature water_deity settlement Curanipe town","10","1","0","127","18","2","1"
"acabo de llegar a santiago. ruta rapel melipilla del terror. la familia y los amigos todo bien hasta ahora. surface finish arrive reach come_to rosid_dicot_genus Ruta genus evergreen first_description_(of_a_taxon) flora taxon fiction Horror_fiction genre social_group family clan person people person friend quality good now","7","1","1","107","19","0","1"
"rt @reporteropop: muncipalidad de paine informa su situación y pide ayuda para 600 familias damnificadas http://post.ly/qggn inform advise state state_of_affairs concept request ask activity assistance social_group family clan person people","7","2","0","125","20","0","1"
"en el centro de stgo hay disturbios. ¿pueden confirmar si hay saqueos? point midpoint Point_(geometry) exist disorder riot dissent Civil_disorder be_able_to support exist pillage looting discrimination","4","1","0","71","12","0","1"
"rt @elespectador: terremoto de chile deja 400 muerto geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography South_American_country Chile nation country person deceased","4","1","0","52","8","0","1"
"@saporotti tu hermana está bien? acá todos bien. no sé nada de la dani cabello avísame cualquier cosa. relative sibling kinship all_right good location here Comics quality good comprise masculinity Daniel_(name) given_name male_given_name hair head_of_hair attribute thing","3","2","2","106","19","0","1"
"consulado de chile en valencia: 0241-8575263 | consulado de chile en pto ordaz: 0286-9614556 | consulado de chile en mcbo: 0261-7430460 diplomatic_building consulate Foreign_relations_of_Chile capsicum cayenne_pepper spice taxon fruit Common_name vine diplomatic_building consulate Foreign_relations_of_Chile capsicum cayenne_pepper spice taxon fruit Common_name vine device PTO diplomatic_building consulate Foreign_relations_of_Chile capsicum cayenne_pepper spice taxon fruit Common_name vine","11","0","0","135","22","0","1"
"difunden lista de colombianos sobrevivientes tras terremoto en chile http://todanoticia.com/7366/ air broadcast listing short_list candidate Colombian Sobrevivientes geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography disaster 2010_Cauquenes_earthquake tsunami Chile earthquake history South_American_country Chile nation country","4","0","0","97","13","0","1"
"@tvn24h favor los periodistas que se encuentran en concepcion intenten sobrevolar el golfo de arauc journalism journalist author profession reach find conception fecundation reproduction Cell_fusion act attempt sea gulf bay geography body_of_water fiction_film","5","4","2","99","15","0","1"
"xfavor alguien d chile q pueda llamar a estos nrs y avisar x aquí como estan: 98708665 alfred capsicum cayenne_pepper spice taxon fruit Common_name vine be_able_to label call inform warn over_here","4","3","3","94","18","0","1"
"@tvn24hfavor informacion sobre penco esta en bahia y no hay informacion knowledge information concept identifier sequence body_of_water bay exist knowledge information concept identifier sequence","5","0","0","71","11","0","1"
"@srmolina2010 acabo de verla. ayer tb vi rt que partían diciendo 'junten agua' ninguno fue cierto. eso es ser mala gente y sembrar pánico. surface finish yesterday leave depart utter say liquid water binary_compound material ingredient chemical_compound chemical_substance be certain be be bad song Gente place sow fear panic psychology emotion Sensation_(event)","4","5","2","140","26","0","1"
"rt @tuitertonchile: recuerden las cuentas oficial @gobiernodechil call call_back financial_statement account Structure accounting economics official","4","1","0","65","7","0","1"
"www.twitpic.com/1631id - mar se retiro 200 metros en las costas de lima perÚ luego de terremoto en chile. #rptw #fuerzachile body_of_water sea ocean System withdrawal retreat community railroad subway shore coast landform area republic Peru South_American_country nation country then geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography disaster 2010_Cauquenes_earthquake tsunami Chile earthquake history South_American_country Chile nation country","10","2","1","125","22","2","1"
"#terremotochile mañana en el colegio seminario pontificio menor en padre errazuriz 700 tomorrow educational_institution school building institution religious_school seminary educational_institution institution minor parent father kinship","3","0","0","87","13","1","1"
"rt @el_universal_mx: terremoto en #chile llega a 214 los muertos  http://bit.ly/dafbjs geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography disaster 2010_Cauquenes_earthquake tsunami Chile earthquake history South_American_country Chile nation country succeed reach dead slain","5","1","0","86","14","1","1"
"@tvn_mauricio en que pagina puedo ver los lugares mas impactados por el sism monotype Pagina be_able_to perceive see point place entity churn_up appal","3","2","1","76","13","0","1"
"@biobiodeportes estoy ubicando a flor mendez pinto encontraban en concepcion o talcahuano  paulina azocar los busc flowering_plant flower shoot encounter","6","4","0","114","16","0","1"
"aumentan a 795 los muertos en chile. http://bit.ly/98abbp change_magnitude increase dead slain South_American_country Chile nation country","2","1","0","57","11","0","1"
"rt @alegunsche: como y donde ayudar (publicacion con toda la info actualizada) @tvn_mauricio #terremotochile #24h #rptw http://bit.ly/d7jyc7 support aid proclamation promulgation Act_of_Parliament message info","10","1","1","140","20","3","1"
"rt @rnbicentenario: #chileayudachile necesitamos alimentos+ ropa + voluntarios mas info en: http://tinyurl.com/chileayudachile #terremot ... be want solid food object body covering clothing consumer_goods matter material materialism hospital candy_striper unpaid_worker however message info","5","2","0","140","15","2","1"
"entrevista exclusiva con un testigo del terremoto chileno http://bit.ly/dljfxd interrogation interview conversation exclusive person witness law natural_person fact criminal_procedure Penale general_officer geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography Chilean","3","0","0","78","12","0","1"
"rt @tvstargirl: @snscafe chillán está sin comunicación me dijo una amiga que tiene familia allá y está intentando desde el terremoto province Chillán province_of_Chile commune_of_Chile Chile City act communication behavior utter say person friend hold social_group family clan person people lifetime afterlife concept intend geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","5","4","3","137","23","0","1"
"rt @paz_pena: centro de temuco después del terremoto http://www.facebook.com/album.php?aid=56074&id=1151630295&ref=nf point midpoint Point_(geometry) metropolis Temuco commune_of_Chile provincial_capital after geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","6","0","0","118","21","0","1"
"rt @huichalaf: confirman detención de persona que hacía llamado de tsunami en viña/valpo #terremotochile support confinement detention process_(computing) being person causal_agency subjectivism subject execute label call disaster tsunami wave natural_disaster farm vineyard grape_juice raisin orchard port Valparaiso metropolis municipality City commune_of_Chile","6","3","1","107","18","1","1"
"rt @gonzalotorres: rt @fabiuzz porfa rt @karengzman :busco a luis gzman en chile mi hermano no tengo ninguna comunicacion con el y nadie ... search name Luis male_given_name Ludvig South_American_country Chile nation country film Hermano_(film) Drama_film hold act communication behavior","9","4","2","140","23","0","1"
"@indiferencia @cnagency: cobertura en vivo del terremoto de chile por ustream: http://bit.ly/bnjhzj // lo estoy viendo ahora. carefreeness indifference protection hedge Position_(finance) geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography South_American_country Chile nation country perceive see now","7","1","1","125","19","0","1"
"quieres ayudar...deja tus donaciones en el municipio de penhalole be want support aid allow gift donation gift administrative_division township Civil_township Local_government_in_Pennsylvania Political_division Municipalities_of_Brazil","4","2","0","65","10","0","1"
"rt @biobio: para quienes lo consultaban: el 5 de abril vuelve a clases la universidad de concepción inquire confer_with month April Gregorian_calendar_month move return gathering form software_development_process class establishment university Hochschule place location institution","7","1","2","100","18","0","1"
"estan saqueando el lider express de manuel montt con 11 de septiembre d: take plunder activity leadership terminology month September Gregorian_calendar_month Ou_Nederlandse_maandname","5","2","0","72","13","0","1"
"rt @edalgomezn  rt @jumastorga: a partir de las 5 de la tarde se efectuarán los funerales masivos de las víctimas de la región del maule leave depart daytime evening Tageszeit song hymn act effect ceremony funeral massive unfortunate victim location region Geographical_feature place region_of_Chile Maule_Region administrative_division","8","2","1","139","28","0","1"
"rt @carolinamillan: como hacen toque de queda en conce las personas que quedaron sin techo?// el albergues o algo asi?? execute feel touch decree curfew rapper be remain provincial_capital Concepción commune_of_Chile town Chile Una_città City New_York_City being person causal_agency subjectivism subject be remain upper_surface ceiling Bauteil_(Technik) housing hostel hotel architectural_structure","8","3","2","119","20","0","1"
"están trabajando para restablecer comunicaciones #terremotochile (bachelet) transform work alter reinstate computer computer_network network communication_equipment telecom_equipment Technisches_System component-based_software_engineering","4","2","0","76","8","1","1"
"@tvn_mauricio revisar noticias minuto a minuto en http://blog.budowebs.net analyze review info word unit_of_time minute unit unit_of_time minute unit","4","1","0","74","11","0","1"
"el terremoto dejo la embarrada kiero saber como estan las cosas en osorno ojala alguien pueda darme datos geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography quit error blooper sequence recall know attribute thing Municipalities_of_Spain Osorno_la_Mayor Municipio remove dismiss aggregation data information value","5","4","1","105","18","0","1"
"les recomiendo una lectura a esta pág: /www.rescate.com. que hacer ante alter recommend mental_process reading language get render","2","2","1","72","14","0","1"
"rt @josemanuelr: #caracha rt @marycertad: @areset4ll: el terremoto en chile cambió el eje de la tierra acortando el día http://bit.ly/ah ... geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography disaster 2010_Cauquenes_earthquake tsunami Chile earthquake history South_American_country Chile nation country alter shaft axle driveshaft terrestrial_planet Earth planet decrease shorten unit_of_time day International_System_of_Units","10","3","0","142","24","1","1"
"@tvn_mauricio se busca informacion de calos molina y maria pilar rojo de arauco llamar al 053731284 urgente search knowledge information concept identifier sequence commune_of_Chile Molina,_Chile City Pillar_(automobile) spectral_color red primary_color color province_of_Chile Arauco_Province province_of_Ireland label call pressing","6","3","1","107","17","0","1"
"el municipio esta realizando un catastro para cuantificar daños y saber como y de que forma ayudar #angol #terremotochile urban_area municipality administrative_division settlement Political_division act perform register cadastre cost price quantity know create form ameliorate help","6","5","0","122","20","2","1"
"27 camiones aljibe motor_vehicle truck","1","1","0","18","3","0","1"
"necesito tener noticias sobre antonio gonzalez (toño lack want hold info word","3","2","0","53","8","0","1"
"@scisterna concepción bajo control http://bit.ly/c10lj5 (vía @adnradio)/ojalá sea ciert idea concept object entity abstract_object low relation control comprise","4","0","0","90","15","0","1"
"suministro electrico para pedro de valdivia temuco indefinite_quantity supply Sistema_de_suministro_eléctrico human Pedro_de_Valdivia Royal_Governor_of_Chile conquistador metropolis Temuco commune_of_Chile provincial_capital","3","0","0","50","7","0","1"
"rt @cruzrojainforma: aclaracion: no hemos convocado voluntarios para hoy 1 de marz exist call cite military_personnel volunteer title currently","4","1","0","82","12","0","1"
"@tele13online alguna noticia de chiguayante y hualqui? info word","2","1","0","54","7","0","1"
"rt @mundoperasso: ya nos parecia extrano: la entrada a concepcion esta cerrada hasta el mediodia y los autos y camiones esperan en fila  ... access entryway hall railway_station Estación_Central_de_Concepción hour midday time television_program motor_vehicle automobile motor_vehicle truck wait line row","9","1","1","140","23","0","1"
"patricia avilez martinez comunica a sus familiares en curicó que se encuentra bien. (radio nuevo mundo) #lota communicate communicate fauna familiar_spirit spirit entity encounter well broadcasting radio Wireless Mediu_(arte_și_cultură) transmission radio_station Radio_Nuevo_Mundo incoming hemisphere New_World concern earth","5","3","1","110","17","1","1"
"rt @paolomeneguzzi: http://twitpic.com/1634ne - fuerza chile- dejanos saber si has visto a estas dos chicas; perdidas desde el terremoto. physical_phenomenon force physical_quantity South_American_country Chile nation country know exist jibe look juvenile adolescent geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","6","1","0","137","21","0","1"
"rt @tvn_mauricio: rt @movistarchile hoy hasta las 23:59 las llamadas de larga distancia nacional (red fija) serán grati currently label call call trunk_call long_haul long call trunk_call size distance navigation length physical_quantity geometry function physics mathematics national scheme network found fix comprise","6","1","0","120","20","0","1"
"rt @pencoaldia: cristina herrera penco necesita medicamentos para hijo epiléptico.  llevarlos a municipalidad de penco. demand want drug pharmaceutic medicine pharmacology offspring child cohort human epileptic municipality Municipalidad","9","1","0","120","16","0","1"
"rt @pein_sama25: rt @yosoyallendista: retuiteen los teléfonos de emergencia en chile 568 1290 / 568 1295 #terremotochile (via @cristocal18) electronic_equipment telephone medium device set peripheral crisis emergency South_American_country Chile nation country","11","1","0","140","19","1","1"
"rt @tvn_mauricio: 'habrá severidad necesaria (..) todo el rigor de la ley' para personas vinculadas a asaltos y/o saqueo exist sternness hardness necessary credibility rigour logic aggregation law social_science human-made_rule humanities being person causal_agency subjectivism subject think associate attempt assault tort crime band album pillage looting discrimination","8","0","0","121","19","0","1"
"rt @marcelojorquera: la u de valpo y la feuv están realizando catastro de alumnos afectados para lo cual se habilitó el siguiente número ... port Valparaiso metropolis municipality City commune_of_Chile organization Federación_de_Estudiantes_de_la_Universidad_de_Valparaíso create register cadastre youth schoolchild artificial following definite_quantity number Mathematical_object","6","2","2","143","25","0","1"
"rt @barbaragallardo: aca seguimos listos y dispuestos. recuerde que haremos una recogida de donaciones hoy si es que no puede movilizars ... move follow associate remember execute gather harvest gift donation currently comprise be_able_to","6","3","0","140","21","0","1"
"rt @chinistico: lo de hosp de talca es mentira. ni que los enfermos se  cuidaron solos. paren de inventar estupideces. #terremotochile comprise illness disease aid care create_by_mental_act devise inability stupidity intelligence psychology sociology insult philosophy","7","3","1","134","21","1","1"
"aqui http://tinyurl.com/yjzoy68 varios portales en donde requieren ayuda y buscan voluntarios (via @educacion2020) website portal be want activity assistance search military_personnel volunteer title","4","3","1","114","16","0","1"
"www.reportwitteros.cl #rptw busco valentina valedebenito de 8 años. #penco. los padres están desesperados!!!! search period year unit_of_time time_standard horse jade parent father kinship desperate","7","0","0","111","17","2","1"
"en mendoza cinco replicas...fuck qiero saber como esta mi amiga :| know person friend","4","2","0","66","11","0","1"
"rt @cruzrojainforma: aclaramos: cruz roja no esta solicitando voluntarios para trabajar en esta emergencia. explain clarify fauna withers body_part horse anatomy zoology body NGO Red_Cross International_organization organization social_movement red request apply military_personnel volunteer title work crisis emergency","5","3","0","107","14","0","1"
"rt @cruzrojainforma: reúna agua en tinas y otros recipiente liquid water binary_compound material ingredient chemical_compound chemical_substance object container","4","1","0","60","10","0","1"
"rt @potq: rt: @mpaau ong asosida recibe bidones de agua y alimentos no perecibles hasta las 22 hrs en bilbao 735 #temuco @nadaseralomism ... absorb vessel drum Intermediate_bulk_container liquid water binary_compound material ingredient chemical_compound chemical_substance solid food object body","12","1","0","140","23","1","1"
"rt @giordanoluna: para estar atento a informaciones  y así evitar  rumores sintonice cooperativa (93.3 fm) o radio bío bío considerate knowledge information concept identifier sequence hence rule_out gossip hearsay information play communication album commercial_enterprise cooperative organization association modulation frequency_modulation radio broadcasting radio Wireless Mediu_(arte_și_cultură) transmission radio Radio_Bío-Bío","7","2","1","125","22","0","1"
"fuerte sismo y corto de uno 4° ahora en curico @tvn_mauricio #rptw @halconmatinal strong curt now","4","0","1","82","13","1","1"
"@tvn_mauricio den noticias de coronel y de que forma ayudar en forma voluntaria necesito ubicar a mi hna maria de los angeles soza gonzalez article Article_(publishing) prose publication text work writing commissioned_military_officer colonel field_officer United_States_Congress structure pattern pattern Structure gradation component idea form support aid structure pattern pattern Structure gradation component idea form lack want","5","6","0","139","24","0","1"
"rt @fcoel rt @earcos: woooow!! foto de grieta causada por el terremoto http://twitpic.com/15o1fc /vía @mezvan pictorial_representation photography photography Subcategory art science crack crevasse cause effect geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography artifact track Structure","7","2","0","110","19","0","1"
"@tvn24h llegó informacion via facebook que en los hospitales se necesitan donaciones de sangr arrive knowledge information concept identifier sequence website Facebook Social_networking_service corporation medical_institution hospital necessitate gift donation","3","3","2","94","14","0","1"
"rt @donchere: contacto valentina ramon cruz #388 Ñuñoa fono: 7163394. viajan a constitución y ofrecen llevar donaciones a familiares. interaction contact fauna withers body_part horse anatomy zoology body jaunt travel principle constitution law law Legal_transaction System calque wage offer displace carry gift donation relative family","11","5","0","136","21","1","1"
"rt @biobiodeportes: enfrentamientos armados en la octava región durante la noche de toque de queda... pairing match-up armed location part period night contact touch decree curfew rapper","6","0","0","102","16","0","1"
"rt @littlefru: en chovellen sólo se calló la casa de la sra. olga y no hay fallecidos!!! pueden estar tranquilos #peuño #curanipe township Chovellén just belt_up house home abode housing settlement place title Mrs. honorific exist be_able_to quiet settlement Curanipe town","8","3","1","132","24","2","1"
"rt @guidoarce: @panchosagredo las llamadas de movístar desde el extranjeros también son gratis label call person alien traveler be free","4","1","0","96","15","0","1"
"rt http://www.diariouno.com.ar/ http://www.losandes.com.ar/ y http://www.mdzol.com/ noticias del terremoto en argentina info word geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography country Argentina South_American_country nation","4","0","0","119","21","0","1"
"rt @estela_or: #aviso #rptw busco a manuel felipe pardo bustamante estaba sta cruz caminando a sn frndo hace 2 dias porfa info a 9614618 ... announcement notice search tawny fauna withers body_part horse anatomy zoology body move walk metal tin Post-transition_metal carbon_group Period_5_element chemical_element execute unit_of_time day International_System_of_Units message info","11","3","1","140","24","2","1"
"necesito info de nacimiento y rengo demand want message info first birth","3","1","0","35","6","0","1"
"rt @tele13online: #buscapersonas ponemos a su disposición www.13.cl/buscapersonasfoto y www.13.cl/buscapersonasvideo. envíanos material  ... displace place disposition_(harpsichord) substance stuff textile","7","1","0","142","20","1","1"
"@reportwiteros busco a manuel alejandro padilla gonzales en coronel #rptw search commissioned_military_officer colonel field_officer United_States_Congress","5","1","0","73","10","1","1"
"requiero información sobre lorenzo elortegui. estaba en pelluhue. favor rt knowledge information concept identifier sequence benignity favor","7","0","0","75","11","0","1"
"estoy desesperado por mi amigo wn..necesito info de esteban ortiz chandia de #talca porfa si alguien sabe algo twiteeme despair person friend demand want message info know","3","5","2","119","20","1","1"
"minsal publica tercer reporte sobre situación de red asistencial en el país:http://url4.eu/1wyla  #chile #terremotochile authority Ministry_of_Health_(Chile) make print document report work work state state_of_affairs concept scheme network administrative_division country region Administrative_divisions_of_Germany Federal_republic Federated_state geography South_American_country Chile nation country","8","1","0","122","20","2","1"
"@aletastets oye tu te podrias comunicar con alguien en chile es un numero celular? perceive hear communicate communicate South_American_country Chile nation country comprise definite_quantity number Mathematical_object cellular","3","2","2","82","14","0","1"
"rt @paula_acuna: @fernandopaulsen en la costa de la ix region estÁ todo devastado y a nadie parece importarle...no hay cobertura ni much ... shore coast landform area digit 9 deficient_number composite_number square_number integer region_of_Chile Araucanía_Region order location region Geographical_feature place be look exist protection hedge Position_(finance)","3","1","2","141","23","0","1"
"rt @turbuschile: actualizado: se normalizan servicios de buses a las zonas norte y centro de chile http://alturl.com/hk3i modify update work service good vehicle coach public_transport road_vehicle motor_vehicle horse-drawn_vehicle structure area name region_of_Guerrero Norte_Region point midpoint Point_(geometry) South_American_country Chile nation country","8","1","1","121","20","0","1"
"favor difundir: jumbos abiertos en santiago #terremotochile http://twitpic.com/15uqcn benignity favor air broadcast open","4","1","0","85","11","1","1"
"@cnnchile por favor: noticias de los angeles! no hay comunicación desde el terremot favor good_turn info word exist act communication behavior","4","0","0","84","14","0","1"
"#talcahuano #talcahuano #buscapersonas  buscamos urgente a cristopher pastén núñez en talcahuano. llamar a iquique al 057 427902 act attempt pressing port Talcahuano commune_of_Chile label call port Iquique commune_of_Chile","7","3","0","131","19","3","1"
"fuentes sobre el terremoto en chile http://bit.ly/auedsj point beginning geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography disaster 2010_Cauquenes_earthquake tsunami Chile earthquake history South_American_country Chile nation country","3","0","0","56","10","0","1"
"grupos armados y pdi chilena se enfrentan tras intentos de saqueo en san pedro de la pa abstraction group armed South_American Chilean encounter confront activity attempt pillage looting discrimination person saint deity Apostle Peter saint human garrison Pā","6","1","1","87","17","0","1"
"@josenidquintero terra captó el temblor en viña. http://mundospotproducciones.blogspot.com/2010/03/shakira-preocupada-por-chile.html perceive catch geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography farm vineyard grape_juice raisin orchard","3","3","0","134","19","0","1"
"despertandome y viendo a chile en los temas mas hablados =s....primero haiti luego chile. 78 muertos hasta ahora analyze view capsicum cayenne_pepper spice taxon fruit Common_name vine television_program Temas_(programa_de_TV) however first then capsicum cayenne_pepper spice taxon fruit Common_name vine dead slain now","3","3","0","112","19","0","1"
"el edificio que esta en terra.cl con el titular 'ciudad empresarial colapsa ante terremoto' era donde estaba mi agencia : ( structure building house technology architecture architectural_structure Structure construction holder incumbent official economics position politician settlement City settlement commune_of_Chile Huechuraba City entrepreneurial change_integrity break_down geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography be administrative_body authority organization room area","6","2","3","123","20","0","1"
"( #chile - chile ) fuerte replica en este momento en santiago!!!!! capsicum cayenne_pepper spice taxon fruit Common_name vine capsicum cayenne_pepper spice taxon fruit Common_name vine strong tremor aftershock earthquake time moment","6","0","0","66","9","1","1"
"en vivo: ministro del interior recomienda permanecer en sus casas: numerosos cortes en carretera executive minister politician police Interior_ministry national_security inner propose urge be remain building house home Structure residential_building legion way road highway state_highway constructed_structure","6","2","0","96","14","0","1"
"evo morales donará la mitad de su sueldo para los damnificados de chile y haití. http://www.latercera.com/contenido/678_230330_9.shtml moral transfer give common_fraction half number Irreducible_fraction regular_payment remuneration workmen's_compensation South_American_country Chile nation country country Haiti nation island_nation","7","1","0","136","22","0","1"
"si alguien tiene informacion de chiguayante por favor hold knowledge information concept identifier sequence benignity favor","2","1","1","53","8","0","1"
"rt @chubaskin: rt @katisbanned: movistar cargo $1.500 a los clientes prepagos en las zonas de catástrofe favor difundir vía @snscafe pleading charge consumer customer part zone Catastrophe_(drama) benignity favor air broadcast","7","2","1","134","23","0","1"
"rt @roycampos: rt @diegovivas: utilicen el hashtag #terremotochile para recolectar toda la información que posean. por favor. use word hashtag phrase collect knowledge information concept identifier sequence have benignity favor","8","3","1","126","18","1","1"
"@simonhodges #terremotochile fue 8.8 en el epicentr comprise","2","2","0","51","8","1","1"
"rt @ivanhuman: cuidado sobre avisos de comida gratis algunas son falsas es para que salgan de sus casas y les roben lo escuche en tele13 ... beautify groom publicity advertising information communication nutrition meal eating gift free_lunch free comprise counterfeit comprise move leave building house home Structure residential_building take steal perceive listen Teletrece","6","3","2","140","25","0","1"
"rt @noticiasvenezue se confirman 3157 muertes hasta ahora por el viceministro del interior chileno #terremotochile &gt;pinche chavez mentiroso support change death biology faith being property process_(computing) event_(philosophy) philosophy now part inside Chilean tamarin Leontocebus_oedipus mendacious","9","2","1","142","19","1","1"
"rt @carolafuentes: atenciòn: llaman de isla mocha para decir que estan todos bie label call land island landform location place Geographical_feature composition island Mocha_Island utter say","4","2","2","81","14","0","1"
"rt @mendezpaul: rt @eluniversal: eeuu está listo para ayudar a chile después de sismo - http://bit.ly/agp06o #terremotochile republic United_States North_American_country nation country permanent_member_of_the_United_Nations_Security_Council constitutional_republic ready support aid South_American_country Chile nation country after","8","1","0","126","20","1","1"
"#e10 com puedo subir fotos del regional de temuco.. por cierto gran parte de su estructura debera ser derribad be_able_to elevate hoist representation photograph work_of_art image location region Geographical_feature place metropolis Temuco commune_of_Chile provincial_capital big thing part artifact structure Structure comprise injure shoot","5","3","1","110","19","1","1"
"@copano se busca a ana maria escobar sanhueza y daniel escobar sanhueza en concepcio search","4","4","1","84","14","0","1"
"rt @tele13online: confirman sismos en japón y filipinas grado 5.2 en escala de richter. support Asian_country Japan nation country island_nation Filipino accolade academic_degree qualification diploma criterion graduated_table earthquake Richter_scale graduated_table logarithmic_scale geology Earth energy Seismic_scale measure_(mathematics) Ordinalskala Intervallskala force science last_name Richter_(surname)","6","2","0","88","16","0","1"
"hoy en la mañana tuvimos noticias de san fabian; no hay energia electric today period forenoon time have_to info word person saint deity commune_of_Chile San_Fabián exist physical_phenomenon energy entity extensive_physical_property scalar quantity measure","4","2","0","73","14","0","1"
"rt @bravedew: lo más importante cuando un hueso está quebrado es mantenerlo en una posición fija #chile #quake #terremotochile #argentina important toil drudgery broken state status law national_football_team Chile_national_football_team silvery","11","1","0","140","22","4","1"
