@relation train

@attribute Document string
@attribute NumberOfNouns numeric
@attribute NumberOfVerbs numeric
@attribute NumberOfPronouns numeric
@attribute TweetLength numeric
@attribute NumberOfWords numeric
@attribute NumberOfHashTag numeric
@attribute Class {1, 0}

@data
"rt @javierpineda: campagna di raccolta del sangue nella filiale Temuco della croce rossa situata in Carrera Street n. 676 dalle 8:30 m ...","9","3","1","138","23","0","1"
"rt @ elmostrador: sos: esval informa che il 100% della sua infrastruttura è operativa http://bit.ly/bgokta // quindi perché non ho ancora acqua","5","5","0","145","22","0","1"
"rt @biobiodeportes: rt @mauricioperezg hai bisogno di sapere erica zuÑiga erices de hualqui. Contatto con mauro 78737688 #chile","6","4","2","128","19","1","1"
"rt @ tele13online: http://twitpic.com/167vop - alla ricerca di torri angolari di nibaldo antonio e della sua famiglia. qualsiasi informazione chiamare l&#39;8-5584738","7","3","1","166","25","0","1"
"rt @copano: da oggi e fino al 7 marzo, le donazioni vengono ricevute allo stadio monumenta","4","4","1","90","16","0","1"
"la figura ufficiale delle vittime del terremoto è rettificata al 796 http://twurl.nl/7l7dgb","4","1","0","92","14","0","1"
"Il terremoto si è verificato nell&#39;oceano Pacifico a 90 km vicino alla città di Santiagoo (segue) http://tl.gd/c6nbi","6","3","1","121","21","0","1"
"rt @perucom: due peruviani perdono la vita nel terremoto di Chil","4","2","1","64","11","0","1"
"rt @fernandopaulsen: rt @marcosexequiel: @copano @rafagaray @tvn_monicar Sono nel centro maciver / Augustinians non ci sono eccessi ..","4","6","3","134","16","0","1"
"rt @guachacas: @skcore ci dice che tutte le fiere della florida stanno funzionando","2","4","2","82","13","0","1"
"Almeno so che @lalastar_jonas va bene xd ma dal dani auun ni piistas = / nio di @makiitta_ = s e lei è di chillán wm! = s","4","5","1","123","24","0","1"
"rt @gseriche: rt @nicolenatalino: manana aguas andinas taglia l&#39;acqua ... unisciti / via @campunknita // questo è dove? santiago ??","4","5","3","136","17","0","1"
"Il terremoto in Cile si fa sentire in Argentina e nella sua capitale http://bit.ly/aiblaz","4","2","1","89","17","0","1"
"#chileayuda costituente urgente apparso cristian beas lopez di 16 anni. è disabilitato ed è solo, alla ricerca di parenti di tutto il Cile","7","3","0","140","21","1","1"
"plaza front stool toribio parrocchia (del gruppo inca c / capitania) il gruppo scout manqueman raccoglie le cose per le persone colpite. chiama il 9-5091658","8","5","0","156","25","0","1"
"un po &#39;di vite di vite preziosa in felicita per favore se qualcuno sa qualcosa avverte 85465789 89221988 025365576 nelly fredy nilsa","7","4","2","136","23","0","1"
"aeroporto di Santiago de Chile gravemente danneggiato dopo il terremoto","4","1","0","71","10","0","1"
"@telodamus forse ci sono notizie di felicità qui: http://www.elconcecuente.cl","2","3","1","78","12","0","1"
"@soledadonetto 8.3 ... e pochissime informazioni al momento @ cooperativa.cl","3","1","0","76","10","0","1"
"rt @alertanews: rt @reuters_mexico: i soccorritori messicani &quot;topos&quot; sono pronti per viaggiare in Cile http://link.reuters.com/xan92j","3","2","2","143","21","0","1"
"rt @marcialrivero urgente! 2 vzlanos hanno bisogno di aiuto! Sono rifugiati casa # 203b nel concepimento. alex navarro e Maria Liberto! avviso qui","8","4","1","146","22","1","1"
"rt @pramirezt: @curvaspoliticas possiamo far sì che i cinguettisti aiutino il cile al telethon cileno ad aiutare il Cile o il Cile che possiamo. quindi ...","5","4","2","156","25","0","1"
"in capo alla vigna del mare, i volontari di un tetto per il Cile raccolgono denaro, cibo e vestiti per favore! rt (via @ anitav1981)","13","2","0","132","24","0","1"
"@tvn_monicar quando avranno il libro paga del defunto e la costituzione mancante siamo in iquique molto preoccupati","3","6","0","115","17","0","1"
"per favore salva i leoni intrappolati in gabbie a iloca. Invito a programmi sugli animali per il loro salvataggio.","8","2","0","114","19","0","1"
"rt @adnradio utility pubblica: elenco di farmacie e supermercati in funzione http://url4.eu/1vvce","4","2","2","97","15","0","1"
"rt @lacronicadehoy: aspetta lo tsunami nelle coste giapponesi per questa domenica http://bit.ly/aa2fdy","3","3","1","102","15","0","1"
"@biobiodeportes sapevamo già di filip nuñez questo ok molti grax #terremotochile","3","2","1","82","12","1","1"
"dichiarazione ufficiale di umayor spread porfa! http://www.diariomayor.cl/v2/index.php?option=com_content&amp;view=article&amp;id=840","3","1","1","133","21","0","1"
"@meganoticiascl per favore diciamo in quali condizioni io sono il comune di hualqui-conce non ho detto nulla sulle zone rurali o dintorni","9","3","2","137","23","0","1"
"@siribarren llico de 8 °: la gente corre verso le colline e sta bene. Hanno perso le loro case e l&#39;hotel Miramar non esiste. vichuquén dà loro da mangiare","6","7","1","161","31","0","1"
"rt @ tvn24h: scuola medica: chiede aiuto a medici volontari per rafforzare l&#39;assistenza nelle aree più colpite da #terremotochile # 24h","8","3","0","140","21","2","1"
"rt: @raulpazhuerta @rodrigosepu @ tele13online hai bisogno di informazioni da Jorge nelson contreras villarque è in conce e la sua filia in ovalle","8","4","1","147","21","0","1"
"#fuerzachile tvn_monicar puerto saavedra totalmente isolato !!!","1","4","0","63","6","1","1"
"rt @ baco1957: bueh. Mio figlio è ancora bloccato a Buenos Aires. informare q esercito monta tende nell&#39;aeroporto di santiago per abilitare immi ...","8","7","0","153","23","0","1"
"rt @ dannyluna: rt @ amigoperu76 @oliverdog chiama da Perù a Cile sarà gratuito in movistar da oggi 28 dalle 18:00 x 3 giorni","5","5","2","127","23","0","1"
"I saccheggi sono iniziati nel centro di stgo ... banefe branch sacked bridge","6","1","0","76","12","0","1"
"Il numero delle vittime aumenta: le autorità cilene riferiscono che almeno 64 persone sono morte nel ... http://bit.ly/awx73m","5","6","0","126","20","0","1"
"Perché non sono intervenuti nel saccheggio? e il presidente non ha pronunciato?","2","2","0","80","12","0","1"
"rt @portalnet: lista nº 1 di ostelli in pullehue http://url.ie/58kz #terremotochile broadcast e retweet please","7","1","1","111","18","1","1"
"@cnnchile Ho bisogno di localizzare humberto hidalgo orellana e juana celedÓn ibarra si trovavano in calle toscania 3621 hualpen !!!","6","3","1","133","20","0","1"
"Ho bisogno di sapere qualcosa di nuovo nella regione di yumbel e florida porfa octaba","4","3","1","85","15","0","1"
"e ora manca rt @elnacionalweb 708 ucciso dal terremoto in Cile","3","2","1","62","11","0","1"
"10 mila ff.aa. verso il suo","1","0","0","27","7","0","1"
"@tvn_mauricio Vorrei dare informazioni sulla provincia di Colchagu","4","1","0","66","8","0","1"
"il tremore in vigna è il quarto della notte","3","2","0","44","8","0","1"
"rt @ayudachile: fai rt della lista mancante su: http://www.tconnections.net/chile/ #terremotochile","2","4","2","98","14","1","1"
"segui qualche replica","1","1","0","21","3","0","0"
"# vina2010 # fv10 do leo legge questo freddo","3","3","1","44","7","2","0"
"rt @isaacbenavides: @marcoswitt prega per il Cile per favore ... Immagino che la tua comunità ispanica debba avere diversi cileni ... bendici ...","6","2","1","146","20","0","0"
"con una canzone arjona mi sono salvato le spiegazioni &lt;/ 3","2","1","1","61","11","0","0"
"@cristileon per quello siamo quindi","1","1","1","35","5","0","0"
"i piani già chiusi arrivano solo sul palco","2","1","0","43","8","0","0"
"abbastanza eticaaaaaaaaaaaaaaaa questione dell&#39;ort ... Non ti capisco e non ti apprezzo un cazzo","3","1","2","100","15","0","0"
"@leon_krauze Penso che non sarebbe un miracolo. È il risultato di una buona regolazione nella costruzione del peperoncino.","6","3","0","123","17","0","0"
"ay pablo la nostra canzone","1","2","0","26","5","0","0"
"attenzione: guscio e toro con gabriela (pte alto) non funziona","4","1","0","62","10","0","0"
"sii felice con il piccolo ... mancavano più canzoni arjona!","2","2","0","60","9","0","0"
"Ho dormito solo 2 ore per vedere cosa bolle","2","2","0","43","9","0","0"
"notizie penc","1","1","0","12","2","0","0"
"Vedi se più autobus stanno arrivando ad oggi","1","2","0","45","8","0","0"
"Come il furgone Rysselberghe chiede all&#39;esercito di sparare? Che richiesta fascista. zero rispetto per la vita","4","3","0","114","18","0","0"
"con il nervo ho mangiato come 10 chewing gum in 1 ora: z","3","1","1","56","13","0","0"
"rt @nadaseralomismo: ragazzi se hanno farina e vogliono fare il pane ecco una ricetta www.nadaseralomismo.com","5","2","1","109","17","0","0"
"rt @fernandopaulsen: non potresti dirottare i tuoi voli verso l&#39;antofagasta","1","2","1","79","12","0","0"
"Dovremo sapere come andare avanti! grazie a tutti gli altri paesi che si sono interessati a noi! grazie mille per todou2665","3","3","3","123","21","0","0"
"clic globali! http://bit.ly/cocx43 haha ​​per fare clic su Argentina è 31s","5","2","1","79","13","0","0"
"#rptw tra pocuro e l&#39;11 settembre","3","1","0","37","8","1","0"
"@maisayshighfive kaxai che dopo il terremoto sono andato a pulire gli occhiali del mio pezzo al buio ¬ e mi sono tagliato le dita xd ma niente di serio xd","4","4","3","155","29","0","0"
"è per questo che li uccidono lol","0","2","4","33","6","0","0"
"Non posso più il mio cuore","1","1","0","27","6","0","0"
"rt @stark: #terremotochile: esperti di costruzione hanno determinato la completa evacuazione dell&#39;edificio del parco centrale (balmaceda 215","5","4","1","144","19","1","1"
"@ Copano sono dietro il leader di quell&#39;angolo","3","1","1","50","9","0","0"
"@sebahuerta porq non manca la palla q aprvecha il panico","3","2","0","56","10","0","0"
"rt @helenacerqueira: lo tsunami in Giappone era di 90 centimetri - mondo - cnnmé © xico.com: http://bit.ly/awiijh via @addthis #terremotochile","7","5","2","144","21","1","0"
"un redbull per favore (a)","3","0","0","25","5","0","0"
"6 ore tweeting #terremotochile Vado a prendere un sigaro ... e tornerò ...","4","2","0","75","11","1","0"
"su una pagina si dice che si può donare il sangue con l&#39;autorizzazione dei genitori (minorenni) Mi piacerebbe andare * - *","5","4","3","127","21","0","0"
"il peggio di #terremotochile sono le persone che approfittano del saccheggio","4","2","1","76","11","1","0"
"Ho false voci","1","1","0","13","3","0","0"
"@ruzzpalacios the temple tb ????","0","1","0","32","4","0","0"
"@ mrdembow787 mi ha detto nella sua chat ... stava per produrre pa dy mundia","3","4","1","76","13","0","0"
"Io muoio! Adoro questa canzone tt!","3","1","1","34","6","0","0"
"#terremotochile cattiva valutazione del servizio cellulare per le emergenze ...? (un&#39;altra replica)","4","1","0","103","13","1","0"
"@valesalazr jajaj è quello che ho letto da lì qe decia @biobio","3","2","2","64","11","0","0"
"il mio cd pq non è così http://bit.ly/d4hpvm mi ha appena corretto","1","3","3","68","14","0","0"
"@katsurina la città degli affari è per il cornetto d","4","2","0","54","9","0","0"
"rt @shaamiih: http://twitpic.com/15jd1f - questo è quello che succede dopo @angiejobross attacchi joe","2","3","4","102","14","0","0"
"domani potremmo svegliarci come il Cile o l&#39;haiti che è già scritto! siamo negli ultimi giorni! Ciò di cui c&#39;è bisogno è vivere pienamente!","6","4","3","152","25","0","0"
"rt @villavorzov: @rockeraroja riguarda non risponde più. quale sissmo? // chi non ha risposto? un terremoto in Cile di 8.3","4","4","2","123","20","0","0"
"la puttana q tu pario il prossimo sondeput","2","0","1","42","8","0","0"
"@kerosut il casinò è bie","1","1","0","26","4","0","0"
"@krnrauchm perp per ognuno di quei noia","2","1","1","39","7","0","0"
"colui che dubita e non investiga","0","1","2","32","6","0","0"
"@whoiscarlos http://twitpic.com/14lorq - quel tempo!","1","1","0","52","7","0","0"
"porrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr","0","0","0","45","1","0","0"
"@pipedelgado con una vodka al ragazzo","3","0","0","37","6","0","0"
"torcia! Anche se non mi piace Arjona tanto conosco tutte le canzoni! quel penosaxd","3","3","1","82","14","0","0"
"i premi non sono richiesti !!!","1","1","0","30","5","0","0"
"per paura di essere lasciato solo","1","1","0","33","6","0","0"
"Non voglio entrare nella scuola","1","1","0","31","5","0","0"
"è divertente vedere i gatti salire una specie di scala &quot;verticale ...","3","3","0","75","11","0","0"
"ricorda l&#39;aiuto di oggi che critica i falsi allarmi di domani neanche a pensarci","1","4","1","84","16","0","0"
"rt @ tvn24h: aeroporto: i voli nazionali e internazionali riprendono gradualmente mercoledì #terremotochile # 24h","4","3","0","114","13","2","0"
"@ Marcoporchile quando parla delle sue qualità terapeutiche dimentica sempre il più impotante","3","2","0","95","12","0","0"
"@tanamatute grazie mille per aver inviato benedizioni ai nostri compatrioti !! Che cosa terribile sta succedendo qui in Cile!","5","2","0","125","18","0","0"
"@cris_juanes @guadalupita_js ciao cuori! Sono bie","3","2","0","49","6","0","0"
"@vicenteinfante è necessario che le persone collaborino in qualcosa che voglio essere lì ad aiutare Nose a classificare le cose come se non stesse lavorando lì?","3","6","2","163","25","0","0"
"rt @pedrofuentes: informazioni su quali risultati ti offrono un uso migliore delle nostre competenze digitali segui @digitalesxchile #terremotochile","5","3","2","148","18","1","0"
"e la puttana fa male oh uu (ma io odio ancora xd)","1","2","2","49","12","0","0"
"@dooooori per venire a cantarlo. minimo: p (via @warbazul) jkajkajkajk minimum po weón !!! Li voglio qui ora!","4","1","1","110","18","0","0"
"se non il tremore","1","0","0","17","4","0","0"
"@montanertwiter buongiorno! Oggi è una vacanza in Uruguay in quanto assume il nuovo presidente mújica.","5","2","0","104","15","0","0"
"rt @anahi così tanto che ho chiesto a dio per t","1","2","0","48","11","0","0"
"@juanleonel @sebajorquera @olystanne quella foto penso che non lo dimenticherò jamá","3","2","1","85","11","0","0"
"@tvn_mauricio Mauricio vorrebbe sapere se i volontari sono necessari per aiutare la concezione !!!","4","3","0","98","13","0","0"
"rt @ccoronelg: Odio stare in coda in banca &lt;------ Lo presterò al mio amico che ha un pacco (baby) per fare velocemente i documenti!","7","6","3","136","24","0","0"
"rt @ 1vzlano: #terremotochile rt @cortespauli: offro di trovare persone a santiago de #chil","5","3","2","91","13","2","0"
"@bncplax ciao ivan spero tu sia super buono con la tua famiglia. stammi bene","3","3","1","76","14","0","0"
"@arturogonzalezj Sto arrivando. in deviazione a villalegr","2","2","0","57","7","0","0"
"@kotaright jajajajaj un giorno ti darò di provare le torte che faccio ... non durano nulla a casa mia o altrove","4","5","3","112","20","0","0"
"#ayudafuerzarmadachile @cnnchile in attesa che le autorità inviino aiuto attraverso i militari?","4","1","0","96","12","1","0"
"capre: hai assaporato questa prelibatezza? http://twitpic.com/15ji2m","2","2","0","68","9","0","0"
"rt @ anyuu94: @tipicojonasfans ti arrabbi quando qualcuno dice &quot;per me non hanno mai adempiuto la loro promessa di essere vergini fino al matrimonio ...","3","6","4","157","24","0","0"
"@ carloszarate13 m Vedrò film spaventoso rec2buenisima","4","0","0","55","6","0","0"
"il concerto di Alejandro San non è stato sospeso","3","1","0","49","8","0","0"
"@ivanvalenzuela: lo sapevo già dal 2007 !!!! http://bit.ly/ak1h9t","0","2","1","66","10","0","0"
"sostenere la gente di @chile ... un altro terremoto di più","2","1","0","59","10","0","0"
"@my sister ha detto al martin che sono mongolito che non ho capito e ha riso?","1","4","1","77","16","0","0"
"alcalá semplifica le licenze di apertura per promuovere l&#39;impiego http://bit.ly/9mp8n0","5","1","0","91","15","0","0"
"per il cazzo non lo spoglio e ho bisogno di tv twitter","4","2","1","54","12","0","0"
"@ricky_martin un ubriaco fa sesso con una prostituta alla fine lei glielo dice! ho la risposta non preoccuparti amore mio! non è niente","6","5","2","136","22","0","0"
"@eljojo instituto santa maría ?? Sembra buono all&#39;esterno. aranjuez? Non so cosa sia","2","6","1","89","15","0","0"
"Quanto è stato #terremotoenchile?","0","2","1","34","3","1","0"
"@dennise_ quale settore? ... nel piano ho acqua ....","3","2","0","52","7","0","0"
"ci sono località nella sesta regione a cui non c&#39;è ancora nessun tipo di aiuto e sono piuttosto colpite ...","4","3","2","113","20","0","0"
"@eduardoe grazie ..","1","0","0","19","2","0","0"
"@nikkisorairo ... Adoro quanto sono teneri e maldestri fanno le ragazze ma ... ayu è il primo che mi fa amare così tanto","3","6","2","122","20","0","0"
"Scarica il video per me? Ho solo il dio deo e lui è impegnato con il Cile.","3","3","2","75","16","0","0"
"Odio la ragazza che xqe è prima del Cile in t ¬¬","4","2","1","51","10","0","0"
"rt @sophievalcras: @snscafe è vero che il genere del pdi sta sparando Ho appena parlato con un amico che è lì","4","4","2","112","19","0","0"
"@motonetas hahahahaha un guadagno pescatore strapazzato rio","2","1","0","59","7","0","0"
"già caro #mtuit ... buona notte ... un piacere ...","2","1","0","51","7","1","0"
"Non posso crederci! è appena piovuto: s ...","0","2","0","44","6","0","0"
"mostra il fuoco in conc","2","1","0","23","5","0","0"
"@ Pvergaram rispetto a ciò che il mio caro?","3","0","2","44","8","0","0"
"dopo il terremoto in #chil","2","1","0","26","5","1","0"
"rt @tommytrueno: i professionisti tornano in America Latina","3","1","2","59","8","0","0"
"rt @kekportillo: Ringrazio dio x ke sto bene e prego x cile .. iclaro si ... preghiamo per il Cile! un bes","3","4","3","106","20","0","0"
"chiedimi cosa vuoi &gt;&gt;&gt; http://www.formspring.me/thebigvers","1","1","1","67","11","0","0"
"@fcomnavarra grazie mille per tutto il supporto che hanno dato gli amici di unav","4","1","1","80","14","0","0"
"rt @notiven: rt: @juanjosemolina: buongiorno a tutti! &quot;i deputati dell&#39;unità si impegneranno a legiferare dalla a alla fine ...","6","3","4","137","21","0","0"
"ascoltando i tre: b lei è la mia piccola ragazza u266b","2","2","1","55","10","0","0"
"rt @juanjosemolina &quot;la libertà politica è un prerequisito per lo sviluppo economico e i cambiamenti nella società&quot;","5","1","1","127","18","0","0"
"mia sorella lavora allo Sheraton .. e ha incontrato aiÉricoooo !!! Ahh! xd","3","2","1","75","12","0","0"
"ma quell&#39;ignorante! rt @nelsonbocaranda: secondo i terremoti giornalieri, i terremoti sono prodotti da una nuova arma dell&#39;impero! confermato ...","3","3","1","153","22","0","0"
"rt @actiondatsun: rt @la_chichi: Sto andando a curare domani e tornerò il sabad","4","3","1","80","13","0","0"
"il 1 ° marzo si avvia la registrazione","3","1","1","39","7","0","0"
"Ritorna l&#39;aiuto che si può fare a #chile da twitter :) facendo una stringa di informazioni.","3","5","1","96","17","1","0"
"svegliato dal terremoto e non riesco a tenere d&#39;occhio #terremotochile","2","4","0","74","12","1","0"
"anche joer enternandome del Cile in cnn!","2","0","1","40","7","0","0"
"l&#39;occasione fa sì che il saccheggiatore .... che la ffaa esca per prendersi cura e proteggere le cose della gente !!!!!","6","3","0","124","21","0","0"
"Sono annoiato :(","1","1","0","16","2","0","0"
"rt @melinalopez: ho 2 ipotesi .. o il tremore ha colpito gli Stati Uniti .. o stanno consumando faso ..: |","6","3","1","106","17","0","0"
"rt @ victoria1039fm: firma a sostegno della vittoria fm presso la sede della stazione e al cnp aragu","7","3","1","100","17","0","0"
"Ho appena dormito e ho ancora un nodo nel mio stomaco","3","2","0","53","11","0","0"
"quest&#39;anno costruiremo in Perù e Cile: andrés arango sarmient","3","2","0","67","12","0","0"
"Il denaro speso per le TIC è perso senza uno sforzo per aiutare gli insegnanti con la loro integrazione nel curriculum http://bit.ly/cfdl3w","6","3","0","140","24","0","0"
"ricardo arjona disposto a cantare per le vittime del Cile http://is.gd/9xhdh","4","2","0","76","14","0","0"
"@biankacampbell è Katucker nel forum? Sentivo che stava bene che lei comunicasse con uno dei vondys di lasciarci soli","5","4","1","118","18","0","0"
"rt @ victoria1039fm: esprimi la tua opinione dalla vittoria di chiusura. entra a conatel: www.conatel.gob.ve. suggerimenti.","8","2","1","123","18","0","0"
"@maca_goles non era un reclamo era una dichiarazione ...: d così sanno e acquistano biglietti perché stanno salendo a quel livello.","5","5","0","133","20","0","0"
"rt @asaliah_vz: che tutti i nostri amici cileni e i cinguettanti cileni stanno bene e che non è altro che un grande spavento. : #terremotochile","5","3","2","144","23","1","0"
"rt @ochovio: rt @jorgebarahona: alle 12:00 vado all&#39;aeroporto scl da viñ","2","2","2","77","14","0","0"
"rt @movistarchile: puoi chiamare gratuitamente tutti i telefoni pubblici @movistarchile del pai","1","1","1","95","12","0","0"
"rt @nperezr: il pubblico del quinto è v","1","1","1","40","7","0","0"
"@camiescobar L&#39;ho già letto","0","2","1","32","6","0","0"
"@gcorvalan non è per meno ... dobbiamo aiutare il paese #fuerzachile http://potq.cl/terremoto/","2","4","0","95","13","1","0"
"@alonsinhosepu confermato da chi?","0","1","1","33","4","0","0"
"Anahi ha l&#39;autorità morale di valutare le canzoni ??? Immagino che non sarò responsabile per la messa a punto di hahaha","7","3","1","125","22","0","0"
"Ho appena parlato con @henriqueznicol","1","1","0","37","5","0","0"
"tutti a riunirsi giovedì 4 per difendere la vittoria 103.9 della chiusura tecnica","4","2","1","82","14","0","0"
"Cerco di non pensare a cosa succederebbe se un terremoto come questo ci colpisse ... grazie a Dio i cileni sono meglio preparati","5","4","3","128","22","0","0"
"@ tvn24h in talca un lumpen sta saccheggiando la casa","4","1","0","53","9","0","0"
"all&#39;ora che arriva la luce! &gt;. &lt;","2","2","0","42","9","0","0"
"nota mentale: non posso eccedere con le bevande oggi ... domani devi essere degno pal casorio! (2 piscola già)","5","2","0","111","18","0","0"
"per bugiardi (as) che dicono di non conoscere i motel ... c&#39;è un link ... più che ovvio hahaha http://bit.ly/ayevra","5","3","1","121","22","0","0"
"@ incon3xo cosa sai di puerto saavedra ?? c&#39;è mia sorella!","3","3","1","63","10","0","0"
"@caro_chile Penso che sia meglio che aspetti che i percorsi siano migliori, non rischiare se puoi aspettare meglio per prenderti cura di te molto carito","3","6","1","152","25","0","0"
"il papa è una pietra filosofale !!!!","2","1","0","37","5","0","0"
"l&#39;osso è il 3 °! ahhh e il mio eletto xx","3","2","0","46","11","0","0"
"@marcelo_osorio_ pa non più piedi","2","0","0","34","5","0","0"
"rt @love_colours: rt @darthjam: oe smettere di occupare la larghezza di banda nel @snscafe pueeeeee ci sono persone che vogliamo aiutare","5","5","4","136","21","0","0"
"#vinaenvivo perché usano la riproduzione ??? !!!!!! http://bit.ly/dsdja4","1","2","0","73","9","1","0"
"@ carito861 la carola ha parlato ieri con il narry e io avevo detto che stavano bene ... è successo qualcosa ???","3","4","2","113","18","0","0"
"@soledadonetto Spero vi piaccia il concerto di Arjona che condivido con voi: d","4","3","2","78","13","0","0"
"Incoraggio tutti i cileni in Messico, siamo con voi per quello che state soffrendo","3","2","3","82","14","0","0"
"per difendere @ victoria1039fm partecipa alla carovana con conel caracas giovedì 4 marzo. punto dconcentración toll la victoria6am","7","3","0","132","18","0","0"
"i darkmasters presto un&#39;altra data http://bit.ly/9lnidr","1","0","0","59","11","0","0"
"Sento che presto esploderà","0","2","0","27","4","0","0"
"Ho sentito quella nota vocale due volte o #cdlr le scarpe ?? xo loool","4","3","0","69","13","1","0"
"@anibalgr parliamo di vecchio","2","1","0","29","4","0","0"
"@modlikan si è trasferito con il terremoto dei moni, ecco perché","3","1","1","66","10","0","0"
"@nelissh non aiuta molto in tutti i casi","2","1","0","40","8","0","0"
"in onda","1","0","0","7","2","0","0"
"che le persone segnalano per favore. come stai?","2","2","0","47","8","0","0"
"oggi sono stato invitato a Krare e ho detto di no perché volevo vedere l&#39;arjon","2","3","0","83","17","0","0"
"@soldeabril grazie amico trasandinaa! : d","3","0","0","41","5","0","0"
"http://twitpic.com/161idv - le nonne ascoltano mentre #cfk chiede la punizione per i responsabili della dittatura","4","5","0","113","17","1","0"
"a tutti i possibili paesi","1","0","0","25","5","0","0"
"il giudice del caso di juana decide della sua estradizione in spagna ... Spero che gliela diano per dargli molti .... limonazos qui.","6","5","1","132","21","0","0"
"rt @humonegro: mi hanno appena chiamato da quilicur","0","2","3","51","8","0","0"
"sperando di poterci contattare con la nostra famiglia del sud","2","3","0","61","10","0","0"
"rt @ dyanfield: sony ha consigliato di smettere di usare la vecchia ps3 mentre riparava un errore http://bit.ly/amkczt -&gt;","5","4","0","124","21","0","0"
"rt @yosoycheka: cile ... siamo con voi !!! Metti tutto nelle mani di Dio!","4","2","2","73","12","0","0"
"siamo in onda con ignacio franzan","2","1","0","33","6","0","0"
"la tragedia ci appiattirà come una massa di cemento al rallentatore, ogni minuto che passa aggiunge più dolore e desolazione.","7","3","2","127","20","0","0"
"siamo ancora fratelli cileni ...! un abbraccio di solidarietà per ciò che rimane di notte","4","2","2","91","14","0","0"
"rt @jupy_: rt se volevi tornare indietro di 100 anni fa e sistemare tutto: (","2","3","3","76","14","0","0"
"è la replica più forte","1","1","0","24","4","0","0"
"rt @thelittleidiot: una vergogna in Cile. Non riesco a scrivere molto in spagnolo","2","3","1","81","13","0","0"
"@ siggy100x35 q è certo che mangi 5 combinazioni di mcdonald ogni volta q vaz att mesias @pedro_rossello","5","5","0","105","16","0","0"
"a proposito ... perché il presidente del Cile chiede di non inviare aiuti? Capisco che nessun paese può affrontare da solo un simile disastro","7","3","0","143","23","0","0"
"rt @ nicolaslopez: rt @ nicolenatalino: nofx terrà uno spettacolo in più oggi in argentina","5","1","1","92","13","0","0"
"l&#39;omaggio di liniers per tutto il popolo del Cile. grazie maestro! http://bit.ly/a8shrr","5","1","0","91","17","0","0"
"con un grande abbraccio e un bacio tutto il terremoto passa tranquillo","3","1","0","70","12","0","0"
"@jbellolio &quot;sospendere le transazioni&quot; è impossibile al dettaglio 1a necessità","4","2","0","90","11","0","0"
"in meno di due ore si prevede che lo tsunami sia arrivato alle Hawaii","3","3","2","69","14","0","0"
"tvn l&#39;unico che informa di ciò che accade nel concepcio","1","2","4","60","12","0","0"
"rt: @danielviotto ha colpito la nostra macchina fotografica. Chiqui sta bene. è molto teso dobbiamo andare #terremotochile","2","5","2","123","16","1","0"
"ollanta humala e leader del partito nazionalista esprimono il loro dolore per le morti ei danni causati da un terremoto nella città del Cile.","8","4","1","142","24","0","0"
"Shakira non andrà domani alla conferenza stampa a Ginevra","3","2","0","58","9","0","0"
"stanno dando informazioni di un terremoto di 2 che arriverà in meno di 72 ore ... per favore non fare scherzi con quello, ma causare più caos ...","6","4","2","147","26","0","0"
"e perché vuoi andare a santiago = p rt @ecaceres: voglio andare a Santiago el finde !!","4","3","1","87","15","0","0"
"@tvn_mauricio ci sono notizie di shriek hanno mostrato solo conce e talca","5","2","1","73","12","0","0"
"grazie a tutti i nostri amici e clienti per le chiamate. stiamo tutti bene! Grazie per la preoccupazione. forza chile!","7","1","1","118","20","0","0"
"@psicogestalt Sono andato 6 mesi fa. Cosa hanno detto le guide quando sono arrivate a #chile? qui ci sono piccoli tremori quasi ogni giorno.","6","4","2","140","24","1","0"
"@fraknet esegue metà macchina e con problemi in alcune case solo ...","5","1","0","69","11","0","0"
"guardando su twiter ho trovato una foto su fb di un personaggio achaino che fa la sua attività http://www.to/wli9e mira @alvaromata","5","5","1","132","24","0","0"
"sanno cosa cercano per il youtube i giudici cileni vedranno cosa pensano i peruviani (#moteconhuesillo dal vivo su http://ustre.am/cug7)","5","5","2","136","22","0","0"
"Credo che avranno bisogno del 2% costituzionale da ricostruire","1","3","0","62","9","0","0"
"@pelurestart ufficializza la gente ama? +8","1","3","0","42","6","0","0"
"@mariiaferciias hey se non mi connetto a twitwer non nel mezzo di niente jeje ke bad con il terremoto","5","3","2","101","19","0","0"
"xq la concentrazione va quando ne ho più bisogno?","2","2","1","50","9","0","0"
"linee telefoniche gratuite per chiamare il Cile ... senza costi !!!! #terremotochile #digitel #movistar #movilnet #cantv","4","7","0","120","14","5","0"
"rt @selenagomezmxi: che Dio sia nel cuore e nella casa di ciascuno dei fratelli cileni","4","1","2","86","15","0","0"
"Non so perché l&#39;ho twittato. è che non posso sopportare di vedere così tante cattive notizie su Twitter ._. e so che nessuno lo leggerà xd","3","6","2","146","27","0","0"
"molto meno male abbiamo venduto i supermercati ... le persone disperate merda rubano ciò di cui non hanno bisogno","3","5","2","114","18","0","0"
"Qual è il bilancio delle vittime in Cile?","3","1","1","42","7","0","0"
"rt @rmoreno: rt @manuchat @consueloedwards: come non si capisce che è necessario un aiuto! Niente più crimine o saccheggio! governo prendere ac ...","5","4","4","149","21","0","0"
"@ soledadonetto / se avete domande per il nostro intervistato","2","1","0","61","8","0","0"
