@relation train

@attribute Document string
@attribute NumberOfNouns numeric
@attribute NumberOfVerbs numeric
@attribute NumberOfPronouns numeric
@attribute TweetLength numeric
@attribute NumberOfWords numeric
@attribute NumberOfHashTag numeric
@attribute Class {1, 0}

@data
"información del temblor de hace un rato http://bit.ly/bqtfu0","3","0","0","61","12","0","1"
"estadio nelson oyarzun construido para el mundial fenemino sufrió serios daño","3","2","0","79","12","0","1"
"rt @copano: rt a to2; no caiga en trampas de pillos. ninguna organizaciÓn esta recolectando dinero puerta a puerta para las víctimas del ...","9","3","0","142","25","0","1"
"rt @sarahilezama: rt @jorcervan http://bit.ly/9uxz8l mexicanos en chile publiquen aqui que están bien por el terremoto via @angiedelavega","6","3","1","138","22","0","1"
"rt @chungunga: mas de 24 horas han pasado y aun no llega ayuda concreta a concepcion la misma alcaldesa exige mayor rapidez!!!!!santiago ...","7","3","0","140","23","0","1"
"transito en providencia cortad","3","0","0","30","4","0","1"
"rt@quijoteandourgente 2 vzlnos necesitan ayuda! estan refugiados casa #203b chile(concepcion) alex navarro y maria liberto!avisen","7","3","0","129","18","1","1"
"rt @jumastorga: no hay alerta de tsunami en ninguna zona de chile. desmentido total y categÓrico de la armada y de defensa","6","1","0","123","23","0","1"
"@tvn24h tembló en compañia minera cerro colorad","1","3","0","49","8","0","1"
"rt @abgl_84: @ayudachile venezolanos que necesiten contactar con familiares en santiago y que tengan un numero de tlf local comunicarse  ...","8","3","1","140","20","0","1"
"rt @carlosbunkers: #constitucion apareció cristian beas lopez 16 aÑos. es discapacitado y esta solo busca parientes retwittear porfa!! # ...","6","8","0","142","19","2","1"
"rt @mega_cl: una historia marcada por fuertes sismos y desgracias impactantes http://www.mega.cl/megagaleria/videos/videos.aspx?idvideo= ...","7","1","0","140","20","0","1"
"rt @jupiter_mag: caída de muro en cárcel de chillán permite huida de 209 reos http://bit.ly/dvdnzw #terremotochile","10","1","0","117","22","1","1"
"@bihotita por lo que leí en el mercurio faltarán meses antes que la infra. y edificios caidos vuelvan a estar de pie en algunas partes.","6","3","1","137","26","0","1"
"http://www.latercera.com/contenido/661_230468_9.shtml anahí se suma en ayuda a las víctimas del terremoto","3","1","1","107","18","0","1"
"#terremotochile la florida se recibe ayuda de alimentos y ropa en parroquia sn fco. de borj","7","1","1","91","16","1","1"
"rt @jgmfuentes: #buscapersonas alberto leyton cerda que vive en curicó... cualquier info que avise. estamos todos sus amigos aca en sant ...","7","3","1","141","21","1","1"
"rt @ong_ae: si alguien se ha contactado posterior al terremoto con nicolás ormeñ","4","2","2","82","14","0","1"
"rt @tvn_mauricio: rt @copano acabo de recibir un mail del sur pidiendo que liberen wifi. en muchas zonas llega la electricidad por punto ...","9","3","0","140","23","0","1"
"necesitamos saber de la familia parada muñoz en concepcion #rptw","4","2","0","65","11","1","1"
"los militares han desalojado las bombas de bencina para dar cumplimiento al toque de queda.","6","2","0","91","15","0","1"
"rt @diegolarrain: @copano notable sodimac. lanzan campaña de ladrillos 1+1. uno compra un ladrillo ellos se ponen con otro","8","3","4","123","21","0","1"
"@inti info sobre san clemente según radiocazuela : no hay negocios abierto","4","0","0","75","12","0","1"
"rt @biobio: rt @gersonguzmand necesitamos urgente al ejército en las calles del gran concepció","5","2","0","96","15","0","1"
"actividades protocolares de copa davis entre chie e israel fueron suspendidas: http://bit.ly/cs5zhf","3","2","0","99","15","0","1"
"se sabe algo de la zona de san pedro en concepcion? no se nada de mis abuelos! porfavor! (#moteconhuesillo live at http://ustre.am/cug7)","8","2","4","136","25","0","1"
"no hay saqueos en el centro de santiago...leyendo http://tele13.13.cl/noticias/nacional/13627.htm","3","1","0","97","17","0","1"
"rt @mgsubercaseaux: colegios dañados stgo; no inician clases el8. salvador sanfuente","4","1","0","85","12","0","1"
"astronauta toma foto de concepcion desde el espacio 'estamos rezando por ustedes' (fuente lun.com) http://bit.ly/bm22ei","5","2","1","119","19","0","1"
"@twiterillo: ahora: saqueos en la comuna de estación central en sector meiggs - llegan carabineros (via #teletarde) #terremotochile","9","2","0","132","18","2","1"
"rt @adryx: la presidente bachelet anuncia que hay más de 700 muertos en chile por el terremoto http://bit.ly/b1abj6 #terremotochile","8","1","0","132","23","1","1"
"hasta tenemos articulo en wikipedia http://es.wikipedia.org/wiki/terremoto_de_chile_de_2010","2","1","0","91","11","0","1"
"ya pude comunicarme con daniela y su flia. mucas gracias por todo!!!","3","0","1","68","12","0","1"
"rt @talcualdigital: el sismo de chile cambió el eje de la tierra y acortó el dí","5","2","1","82","16","0","1"
"hay personas con vida al parecer en borde rio en concepcion.","5","0","0","60","11","0","1"
"uff van 708 victimas del terremoto.. y la lo peor de todo es que la cifra va en aumento","5","2","1","87","19","0","1"
"rt @rockandpopfm: importante: emol publicó un estado actualizado de los servicios básicos (agu","4","2","1","96","14","0","1"
"rt @apokalipsys: rt: @waterminder: @copano @apokalipsys tomamos contacto con la empresa aguas araucania y desmiente accion de corte. #temuco","8","2","0","140","19","1","1"
"terremoto de chile 900 veces mas fuerte que haití se liberó 500 veces mas energía","5","2","1","84","16","0","1"
"rt @copano: ¡atención vitacura! municipalidad está recibiendo aportes. av. bicentenario 3800","5","2","1","95","12","0","1"
"rt @dmoficial: chicos los invito a donar a dulceamanecer.com.mx para ayudar a nuestros hermanos de chile y donde nos necesiten gracias","6","4","3","134","23","0","1"
"@ejercito_chile informan familiares de concep. vía telefono fijo hordas desde teniente merino vendrían a saquear casas en busca de comida","8","3","0","139","22","0","1"
"@adnradio google ayuda a buscar gente aqui esta el link! para que lo puedan decir en la radio http://chilepersonfinder.appspot.com/?lang=es","5","3","1","139","24","0","1"
"fotos de talcahuano despues del terremoto http://twitpic.com/photos/j4n00b . gracias a @j4n00b","6","1","0","94","14","0","1"
"urgente en constitución apareció cristian beas lopez de 16 aÑos. es discapacitado y esta solo en esa ciudad busca parientes de todo chile.","6","5","0","141","25","0","1"
"donde estan recibiendo ayuda de alimentos y ropa acá en santiago (#moteconhuesillo live at http://ustre.am/cug7)","7","3","1","113","18","0","1"
"terremoto en chile | fotos en alta definición - un especial de emol.com: http://bit.ly/cwasjm via @addthis muy buenas","7","0","0","118","21","0","1"
"rt @tini: rt @sopitas: todas las llamadas hechas a chile desde lineas telmex serán gratuitas hasta el próximo 7 de marzo...","8","1","1","125","23","0","1"
"rt @tvn24h: toque de queda: sÓlo concepciÓn confirma medida para esta noche #terremotochile #24h","9","1","1","98","16","2","1"
"otro dato de utilidad: aunque el sitio de www.carabineros.cl esta caid","5","0","0","70","13","0","1"
"@fernandopaulsen urgente constitución apareció ivan lara de 8 aÑos. estÁ solo en esa ciudad...busca parientes en todo chile","5","4","0","127","21","0","1"
"rt @falfero: @cruzrojainforma mapa para ayudar y donar sangre  http://bit.ly/ceope5","3","3","0","83","13","0","1"
"rt @nadaseralomismo: chicos mensaje de chilectra fue utilizar la energía en forma responsable sólo lo que necesitemo","8","1","1","118","19","0","1"
"@fayerwayer necesitamos egresados de medicina como voluntarios  en santiago... comunicarse con andrés iriondo 08 129 75 34","5","2","0","123","18","0","1"
"@valpedemonte @muchogustomega hay hartos videos y fotos! revisar http://bit.ly/9hbdqe #pelluhue","3","3","1","95","13","1","1"
"@tvn_mauricio toque de queda tambien para santiago","5","0","0","50","7","0","1"
"me acaban de decir que hubo un temblor desde victoria hasta chilo","3","0","1","65","12","0","1"
"rt @wayoo15: #terremotochile #24 #rptw por favor necesito informacion urgente sobre juan tapi","10","1","0","93","13","3","1"
"@claudialuac mañana 11.30am donantes se juntarán en el frontis de la puc alameda para ir a posta central.","3","2","1","107","21","0","1"
"rt @don_nadie: estamos gestionando que nuestro show del 12 de marzo pase a ser a beneficio a los damnificado","5","2","0","108","19","0","1"
"@muchogustomega acaba de llegar la energia electrica a la villa confraternidad de san bernard","4","2","0","93","14","0","1"
"rt @ayudachile: rt @jab_ito: busco cualquier informacion de nicolas rodrigues y carmen paz abarc","7","3","0","96","14","0","1"
"plan de viña luz parcialpero no agua.parte alta de miraflores c/n luz y agua. valpo:cerro carcel y florida ok. #terremoto  #terremoto chile","14","1","0","140","26","2","1"
"@gabymari21 con decirte que los supermercados los abrieron pa q la gente se llevara comida  rt en #terremotochile estaan saqueando","7","4","2","130","20","1","1"
"@copano porfa avisa que hoy en copiapo nos juntamos en la plaza para ver las formas de ayudar","4","4","1","93","18","0","1"
"@luchhin camino a santa cruz: sólo acceso de vehículos pequeños y liviano","4","0","0","76","15","0","1"
"el dia ahora es mas corto. http://www.fayerwayer.com/2010/03/el-terremoto-en-chile-cambio-el-eje-de-la-tierra-acortando-el-dia/","2","0","0","127","25","0","1"
"rt @cooperativa: rt @alexanderoryan: ayuda para quienes necesiten evaluar sus viviendas por #terremotochile: http://bit.ly/auccnr por fa ...","8","3","1","140","19","1","1"
"el twittero @betk se ofrece desde chile a apoyar con información y/o contactos #terremotochile","6","2","1","95","16","1","1"
"rt @paloola: urgente en constitución apareció ivan lara de 8 aÑos que estÁ solo en esa ciudad...busca parientes en todo chile","7","4","1","129","24","0","1"
"rt @cruzrojainforma: bachelet: cifró en 708 los muertos confirmado","4","1","0","67","9","0","1"
"rt @maurorocknroll: @mxperez las autoridades locales no pueden controlar el desorden y caos de concepcio","6","1","0","104","15","0","1"
"rt @andreithai: ¿alguien tiene noticias de #losalamos cerca de #lebu?no se ha sabido nada de la zona. busco a familia rojas peña  #sebus ...","9","4","3","142","25","3","1"
"rt @franpisca: @tvn_mauricio colegio de arqueologos ofrece voluntarios para reconocimiento cuerpos colegio@arqueologos.cl","7","1","0","121","14","0","1"
"pelluhue cago.. estoy en shock .... no sé nada de mis primas.. no sé nada de mis familiares de cauquenes.. esto es horrible","5","3","3","125","22","0","1"
"#terremotochile en concepcion comienzan a asaltar autos que van con ayuda","4","2","1","73","11","1","1"
"datos sobre el terremoto en chile. http://nyti.ms/ackfhy","4","0","0","56","10","0","1"
"rt @marialicia25: cuerpo encontrado en llo lleo no corresponde a hijo de  edo mitjans favor retuitea esta info","8","2","0","110","18","0","1"
"nos alegramos en informar que los miembros de cmt latin america en nuestras oficinas de chile está a salvo. #fuerzachile","5","2","1","121","20","1","1"
"18 fallecidos reg","1","0","0","17","3","0","1"
"rt @cooperativa: organización panamericana de la salud comprometió llegada de 2 plantas potabilizadora","6","1","0","104","14","0","1"
"teleton por chile!! este viernes! http://bit.ly/9rvnok","3","0","0","54","9","0","1"
"@canal13 podría explicar porque la red de distribución se demoro un dia para llegar a haiti y tres a concepcion","7","1","1","113","22","0","1"
"@sebastianpinera pida a la cooperacion internacional (ue y usa) imágenes radar de sus satélites para detectar cambios en el terreno.","5","4","0","134","22","0","1"
"rt @eluniversal: gobierno de chile confirma 78 muertos http://bit.ly/ayb2qh #terremotochile","8","1","0","91","13","1","1"
"como cresta van a saber en conce si hay toque de queda si nadie le dice??","4","2","2","73","16","0","1"
"rt @curvaspoliticas: ayuda de info de cañete http://bit.ly/b30ml5 // @anibalgr","5","1","0","79","13","0","1"
"rt @pestix: @tvn_mauricio los residentes de suiza enviaran un container con ayuda para la gente de chile","9","1","0","104","17","0","1"
"rt @natalia_sanchez: por favor rt esta dirección para ayudar a buscar personas en chile!!! http://www.tconnections.net/chile","5","1","0","125","20","0","1"
"rt @_gyermo: imágenes aéreas de la devastación en chile http://is.gd/9ogqn","5","1","0","77","16","0","1"
"40 minutos para el toque de queda en conce y alrrededores...#terremoto #chile","5","0","0","77","13","1","1"
"miles de litros de vinos derramados en chile. perdidas en millones d $","5","1","0","70","12","0","1"
"rt @marcosexequiel: @fernandopaulsen @copano @rafagaray @tvn_monicar estoy en el centro mac iver/agustinas no hay desmanes..","4","2","1","124","16","0","1"
"las clases en la uc comienzan el 8 de marzo","2","1","0","43","10","0","1"
"@tele13online necesito alguna informacion de la familia de teresa baeza lagos de chillan son amigos y no sabemos nada de ellos.","6","3","2","127","21","0","1"
"rt @nikkao666: en chiguayante y talca varias personas están saqueando domicilios particulares 4:41 am via  radio @biobio #chile #terremo ...","9","1","0","141","21","2","1"
"declaran estado de excepción en maule y bíobio. 708 muertos reporte de la situación regional en el área de la salud http://bit.ly/apqora","8","2","0","140","28","0","1"
"rt @la_informacion: la nasa cree que el terremoto de chile podría haber desplazado el eje terrestre http://bit.ly/cf54id","6","2","0","121","21","0","1"
"@tvn24h ayudanos a presionar por mano dura. hay saqueos en conce ahora. http://pare.cl/manodura","4","2","0","95","16","0","1"
"@tvn_monicar urgente! en constitucion apareció cristian beas lopez de 16 aÑos es discapacitado y esta solo. busca parientes de todo chile","5","6","0","139","22","0","1"
"noticias: nasa afirma que sismo cambió eje de la tierra - de acuerdo a richard gros","8","2","0","84","15","0","1"
"tratando de contactarme con familia de #teno no se nada de ellos desde el #terremotochile familia vidal fuentes","7","2","3","111","18","2","1"
"rt @naxcho: peralillo requiere urgente carpas y frazadas para 300 familias damnificadas","6","1","0","87","12","0","1"
"@tvn_mauricio hay sectores en valpo en los cuales ya se corto el agua... como esval dice que no hay corte de agua","7","2","2","113","22","0","1"
"rt @charlymaiz: para entender facilmente y bien gráfico sobre el #terremotochile y posibles tsunamis http://bit.ly/at3n6c","4","2","0","122","19","1","1"
"rt @nlznwho: rt @nitanconde: a través de http://evaphone.com/ pueden realizar 2 llamadas voip gratis a teléfonos en chile rt porfavor","11","2","0","135","24","0","1"
"rt @jumastorga: a quienes quieran buscar personas desaparecida","3","2","1","62","8","0","1"
"rt @felipefreakout: @stark se sienten disparos por el 10 de pajarito","4","2","1","68","11","0","1"
"#terremotoenchile daños que ocasiono el movimiento telurico en chile http://www.youtube.com/watch?v=blerbbtlfdy&feature=player_embedded#","6","1","1","137","19","1","1"
"rt @tvn24h: vecinos organizados se defienden de saqueos: carabineros apoya labor y detiene a saqueadores #terremotochile","8","3","1","120","16","1","1"
"rt @auraneurotica si alguien necesita viajar a argentina de urgencia hay vuelos de lan. todo vuelo a santiago esta suspendido","6","3","1","125","20","0","1"
"rt @atobarc: alguien q tome contacto con marinos de talcahuano..  #busco a rodolfo esteban gonzalez gonzalez... es parte de la artilleria-","9","3","2","138","21","1","1"
"@nightwishchile buscamos información de adolfo fuentealba detzel (lobo_noble en el foro) de concepción cualquier noticia por favor avisar!.","8","2","0","141","20","0","1"
"rt @daniloich: @copano estoy buacando a ruth montecinos muño","3","1","0","61","10","0","1"
"en el edificio de @r_evolucion__ las oficinas están funcionando como un día normal. en genral da la impresion de q santiago no quedó tan mal","7","5","0","143","27","0","1"
"rt @patobancoestado: clientes región del maule y bio bio: se postergan por 60 días pagos de crédito de consum","9","1","1","112","22","0","1"
"cnn en español ya está mencionando el hecho #terremotochile y menciona twitter como fuente de información","7","3","0","108","18","1","1"
"rt @shanikberman: vean cnn @anahi dio ahí 1 entrevitsa y dice q ella esta bie","6","3","1","78","15","0","1"
"rt @cruzrojainforma: llamado a la población a donar sangre para abastecer la demanda de los hospitales de la red asistencial.","7","2","0","126","21","0","1"
"rt @13ar: vamos a la normalidad. aeropuerto comienza a abrir para vuelos internacionales.","4","2","0","89","13","0","1"
"q ayuden a los bomberos de conce q estan sientdo atacados por delincuentes (#moteconhuesillo live at http://ustre.am/cug7)","6","3","0","122","20","0","1"
"rt @pazgonzalezm: hillary clinton llevarà a chile asistencia para reestablecer las comunicaciones de nuestro paìs.","8","1","0","116","16","0","1"
"rt @matias_carrozzi: somos un grupo de bomberos especializados de stgo. ¿quién nos lleva al maule?. @afpa1 @diariolahora @carolafuentes","6","3","2","137","19","0","1"
"onemi entrega recomendaciones para  el regreso al trabajo http://bit.ly/cts2pt #terremotochile #e10","6","1","0","99","14","2","1"
"@ecc185 parece que fue esta madrugada http://noticias.radiopaz.pe/2010/02/japon-tambien-sufrio-un-terremoto-1.html","1","1","0","114","19","0","1"
"@tvn_mauricio aca en pto montt estamos abriendo las redes wifi para que la gente tenga acceso gratis a internet y sepa de sus familias!","9","3","0","135","24","0","1"
"bachelet: hay una enorme cantidad de daños que no sabemos su exacta dimensión #terremotochile","5","1","1","95","16","1","1"
"tsunami:  en hilo reportan subida en nivel del mar de 1 a 1.5 metros de acuerdo a tvlocal khon-fox","8","1","0","98","21","0","1"
"rt @robegonzal: donación de sangre: hospital militar y posta central no reciben mÁs donantes de sangre corran la voz #terremotochile","9","2","0","134","22","1","1"
"43 replicas entre los 2 y 6 grados de intensidad hasta el momento segun fuente onemi. (via @cruzrojainforma)","7","0","0","108","18","0","1"
"rt @cnnchile: onemi: 763 fallecidos por el terremoto y 19 desaparecidos.","4","0","0","72","11","0","1"
"que wea?? están saqueando la estación central los aprovechadores de mierda. si en estacion central están todos los suministros normales.","5","1","1","139","23","0","1"
"rt @mjosew: obispo de chillán pide toque de queda 'urgente' en esa ciudad #terremotochile #chillan #rptw #chile","14","1","0","112","18","4","1"
"rt @fernandopaulsen: franopaloma  urgente en constitución apareció ivan lara de 8 aÑos que estÁ solo en esa ciudad...busca parientes en  ...","6","4","1","144","23","0","1"
"@copano acá en stgo tb las replicas están suav","2","0","0","48","10","0","1"
"necesito saber de luciano buchhosrt cardenas y familia de chiguayante","3","2","0","69","10","0","1"
"@camilasandoval_ ni si quiera puedo llamar a mi papás y decirles que estoy bien","3","2","0","80","15","0","1"
"rt @techoparachile: momentaneamente se cerraron las inscripciones de voluntarios en todas las regione","4","2","2","101","13","0","1"
"rt @diego_ns: rt @nicolenatalino: ni la cruz roja ni universidades están pidiendo plata puerta a puert","8","2","0","103","17","0","1"
"el lider del barrio ingles esta abierto y vendiendo #temuco","3","1","0","59","10","1","1"
"rt @franzromero: en constitución apareció ivan lara de 8 aÑos que estÁ solo en esa ciudad...busca parientes en todo chile #rptw retwitee ...","9","4","1","144","25","1","1"
"rt @lukas699: porfavor busco a mi aabuelo se llama samuel jose albornoz alfaro de tome alguan informacion porfavor #terremotochile #24h","9","2","1","135","20","2","1"
"rt @makeyself: @patoguelet es verdad lo del puente en valle lo campino ? fotos?// lo acabo de escuchar por la radio agricultur","9","1","2","126","21","0","1"
"rt @latercera gobierno decreta zona de catástrofe regiones del maule y del biobío tras terremoto http://twurl.nl/eewzsk","8","0","0","121","21","0","1"
"rt @stark: #terremotochile: transporte: jefe de redes y comunicaciones efe: trenes operan con normalidad sólo hasta la estación nos de m ...","12","1","1","142","23","1","1"
"rt @radiorochela: rt @danialvaradoa: no puedo comunicarme con mi hermano daniel eduardo en chile. si alguien desde chile puede llamar es ...","8","2","1","140","21","0","1"
"rt @carolafuentes: r. ortega cdte en jefe de la fach dice q estaban listos para distribuir lo necesario desde las 5 am del sabad","7","3","1","128","24","0","1"
"rt @biobiodeportes: rt @aaailen: por favor necesitamos saber de nuestro primo hernan gomez torres que se encuentra en la isla juan ferna ...","7","6","2","140","22","0","1"
"últimas noticias del #terremotochile en la televisión chilena http://bit.ly/cmdpdu","4","0","0","84","13","1","1"
"rt @twitter_es: la cuenta @ayudachile fue creada para contactar familiares y amigos en chil","6","2","0","91","14","0","1"
"pág facbookgente que busca gente en chile http://tinyurl.com/yfgzn5v otra vía + de comunicar ahora 450 personas inscritas","6","2","1","123","21","0","1"
"claro entregará a partir de hoy gratis100 sms nacionales a cualquier compañía a los clientes prepago de las regiones v","7","1","0","121","21","0","1"
"@tvn_monicar por favor  han hablado de muchas ciudades de concepcion pero me podrian dar informacion de lota no se ha hablado nada","5","5","3","130","22","0","1"
"repito que raro rt @perucom: registran enormes luces en el cielo durante el terremoto de 8.8 grados de magnitud (cont) http://tl.gd/ck7ln","8","2","0","137","25","0","1"
"rt @christyfuen: rt @ma_gomez: busco informacion urgente de persona que se encuentra en los edificios colapsados de conc","7","2","2","120","18","0","1"
"comerciantes en concepción se defienden con escopetas.","3","1","1","55","8","0","1"
"google pone a disposición un enlace para ayudas o colaboración con damnificados chilenos en su pag de inicio.","7","1","0","111","20","0","1"
"rt @vico_saavedra: rt @cristhoper     telefono de algunos carabineros plan cuadrante en constitucion 79598940 79598939 y reten sta olga  ...","12","1","0","140","18","0","1"
"rt @elcartelpr: cómo ayudar a los damnificados por el terremoto en chile http://bit.ly/9svtja","4","1","1","94","17","0","1"
"rt @prensafutbol: hay personas en facebook pidiendo dinero para recargar celulares y llamar a familiares. esto es estafa!! difundir. #ay ...","9","4","1","140","20","1","1"
"rt @curvaspoliticas: urgent twittero @biodome10 pide ayuda para que lo rescaten. está atrapado en lautaro 1712 estación central urgente  ...","7","2","1","142","20","0","1"
"@fuentesilva necesito saber de ninhue porfavor me acabo de enterar que les acaba de llegar el agua pero la luz y señal se celular es nula","5","3","3","138","27","0","1"
"así se vio el terremoto en el sismógrafo http://twitpic.com/15lylf","2","1","1","68","13","0","1"
"@arambarra la destruccion es grande y por el momento ha sido dificil prestar apoyo a los mas afectados","3","2","0","102","18","0","1"
"rt @deportes13cl: virtualmente confirmado el pleito entre colo colo y la u para ayudar a los damnificados. http://deportes.13.cl/noticia ...","7","1","0","140","22","0","1"
"conozca la lista de los colombianos que se han reportado en la embajada de colombia en chile en: http://bit.ly/9aspqa","6","2","2","117","22","0","1"
"@anaarangodesign en teoría todas las edificaciones recientes deberían soportar un sismo similar sin colapsar. pero todo es relativo.","3","3","1","134","20","0","1"
"rt @globovision: los teléfonos de la embajada de chile en venezuela son: 9923378/ 9925364 /9931538","7","0","0","99","16","0","1"
"aseguradora rsa afirma que costó de terremoto será de us$45m para la compañía | américaecono.. http://tinyurl.com/ydapy74","6","2","0","126","21","0","1"
"@muchogustomega : busco a la familia salgado mejias de #talcahuan","4","1","0","65","9","1","1"
"@betogaspe porfa beto rt acuérdate que en el twitter http://www.twitter.com/ayudachile hay millones de personas que envían información...","6","3","1","140","24","0","1"
"rt @cristianspinosa: rt  @raizacrln: piden que se retuiteen los teléfonos de emergencia en #chile 568 1290 / 568 1295 #terremotochile","8","2","1","134","20","2","1"
"mañana a ayudar al metro la moneda :d .","3","1","0","40","9","0","1"
"@soledadonetto carladaniela86 lechería sin luz no puede mantener leche. necesito camión de acero inoxidable para donarla. 4mil litros.","6","5","0","136","20","0","1"
"snif snif al parecer yego la luz a mi casa aora estoy en el colegio tratando de ponerme al di","8","0","0","93","20","0","1"
"rt @diegovb: @ayudachile2 @copano formulario y lista no-oficial de personas fallecidas en chil","2","0","0","94","14","0","1"
"@tvn_mauricio  #temuco se recibe ayuda para llenar camión que va a dichato mañana. los castaños 90 esq fco salaza","8","5","2","116","22","1","1"
":/ siento verguenza de los saqueos que se han hecho en concepcion que gente mas sin verguenza los que sacan los electro domesticos.","7","2","4","131","22","0","1"
"rt @kangrejo: señores de @ejercito_chile por chv avisan que estan atacando los cuarteles de bomberos en conc","7","3","0","109","18","0","1"
"rt @metrodesantiago: atenciÓn: metro opera servicio con normalidad en l1 y parcial en otras 3 líneas más información en http://bit.ly/93tjln","8","1","2","144","27","0","1"
"rt @elmostrador: sos: cámara de comercio de valparaíso envía 20 toneladas de alimentos a iloca y curicó  http://elmo.st/csxi5k","9","2","0","130","24","0","1"
"rt @geographile: rt @rodrigobno: no hay comunicaciones en santiago. la metrópoli sin energía eléctrica. es la pesadilla. bio bio fuera d ...","11","0","0","143","24","0","1"
"rt @copano: ahora: estado de las telecomunicaciones en el país: http://www.subtel.cl/prontus_subtel/site/artic/20100301/pags/20100301172 ...","5","0","0","141","21","0","1"
"@fernandopaulsen se requiere informacion familia smithoyarce y henriquez oyarce en hualpe","2","2","1","89","11","0","1"
"en mega el vicepresi de aguas andinas dice que no habrá cortes de suministro planificados pa solucionar problemas","6","2","0","114","18","0","1"
"aeropuerto internacional arturo merino benitez cerrado #terremotochile","3","1","0","70","7","1","1"
"rt @p0nja: telefónica bonificará  70% las llamadas desde la argentina hacia #chile hasta el 5/3 #terremotochile by @dariogallo","9","1","0","128","20","2","1"
"pff una rama de la armada se equivoco y no decreto el tsunami #fail http://bit.ly/d40izm","3","1","1","88","18","1","1"
"rt @cruzrojainforma: donaciones de artículos de aseo consistirán en jabone","6","1","0","76","12","0","1"
"rt @mgsubercaseaux: rt @la_segunda: anuncian cierre de hospitales félix bulnes y el peral por daños estructurales. http://bit.ly/brodpo","9","1","0","137","22","0","1"
"rt @tele13online: onemi entrega nueva cifra oficial: 723 muertos tras terremoto: http://bit.ly/aqooos","7","1","0","101","15","0","1"
"buena parte de providencia en penumbras. confiamos en la luz de la divina.","5","1","0","74","13","0","1"
"rt @cnnenespanol: terremoto en chile deja dos millones de damnificados http://bit.ly/abxbxe","5","1","0","91","14","0","1"
"federación de est. u. central. canaliza alimento","3","1","0","49","8","0","1"
"@tvn_mauricio y donde están las fuerzas policiales impidiendo estas situaciones?","3","2","1","81","11","0","1"
"@biobiodeportes coronel! alerta un grupo de aproximadamente 300 personas estan asaltando con armas metralletas en casas urgen militares.","6","3","0","136","18","0","1"
"@tvn_monicar monica no sabes de como esta la cuidad de lontuÉ curico no sabemos nada de nuestras familias!","3","3","1","107","18","0","1"
"rt @ejercito_chile: mapa con el despliegue del ejército en las zonas afectadas http://is.gd/9xona #terremotochile #talca #constitucion","10","0","0","135","20","3","1"
"@biobiobusco a mi tio en penco de sus familiares en rancagua se llama eugenio navarrete barrenechea vive a media cuadra de la comisaria","7","3","1","135","23","0","1"
"el estacionamiento del plaza vespucio opera con normalidad.","3","1","0","59","8","0","1"
"rt @ivanvalenzuela: calma en la quinta región!! no hay alerta de tsunami es solo un rumor. no hay peligro!!!!","7","1","0","110","20","0","1"
"rt @natitum: en @adnradio habilitamos un fono para dejar mensajes de info de personas: (2) 7262208","8","1","0","98","16","0","1"
"#terremotochile en canal13 están mostrando saqueos ocurridos anoche","3","1","0","68","9","1","1"
"marcelo vargas de lo espejo necesita informacion de su tia victoria del carmen vargas","6","1","0","85","14","0","1"
"http://twitpic.com/1692z6 - algunas fotos para que vean como esta la ciudad de los angeles viii region bio-bio","5","2","0","110","20","0","1"
"busco a daniela castro concha ella se encuentra en constitución de antemano muchas gracias!! (via @wormaza)","8","2","2","108","17","0","1"
"tsunami en maui midió como 1m.  lo que hace una diferencia de 2m entre el nivel mas alto y el mas bajo de cada ola. han habido como 5 olas","7","3","1","139","30","0","1"
"en dichato un comerciante abrió su tienda y regaló toda su mercadería. merece monumento #chileselevanta http://myloc.me/4n3xs","6","4","0","128","20","1","1"
"#terremotochile mucha gente busca familiares. usen la aplicacion http://chilepersonfinder.appspot.com/","4","2","0","102","12","1","1"
"quillota: banamor en alianza con cruz roja de quillota y la omj iniciaron campaña para ayudar a los damnificados del sur. (via @vanespc)","10","2","1","137","24","0","1"
"rt @robertocarreno: ayuda talca #terremotochile necesito que alguien pueda ir a la dirección de maxi vargas; 17 norte 2785. no tenemos i ...","9","3","1","141","23","1","1"
"@tvn_mauricio estoy buscando a pascale polette y macarena guzman que estaban ayer en hiloca antes del tsunami y no sabemos nada de ellas","4","5","3","136","23","0","1"
"bt @crenteri rt puedes llamar gratis de todos los teléfonos públicos @movistarchile del paí","4","1","0","94","16","0","1"
"rt @mlktoscl: ex director de la onemi: 'hubiese dado de inmediato la alerta de tsunami tras un sismo sobre 8º en la escala de richter'","7","3","1","135","25","0","1"
"rt @montesdetoledo: el terremoto que ha sacudido chile es el 2º mayor en los últimos 20 años en el mundo: http://bit.ly/96ydqb #terremot ...","8","1","1","143","26","1","1"
"rt @sophievalcras: alguien tiene la lista de los twitterdesaparecidos q me la pueda mandar porfis!!! #snsayuda","4","2","3","110","16","1","1"
"rt @makkkita: porfavor ayuda para chiguayante digan lo k esta sucediendo de verdad aun no tienen luz ni agua . los ladrones amenazan con ...","7","3","1","140","23","0","1"
"rt @copano: urgente: ya no estan recibiendo donadores de sangre en hospital metropolitano ni tampoco en la posta central. rt a todos.","5","2","1","133","22","0","1"
"rt @jorgeramosnews: http://twitpic.com/167cw frente a la moneda en santiago quejas por respuesta tardia de bachelet tras temblor que paso co","11","1","2","140","23","0","1"
