@relation train

@attribute Document string
@attribute NumberOfNouns numeric
@attribute NumberOfVerbs numeric
@attribute NumberOfPronouns numeric
@attribute TweetLength numeric
@attribute NumberOfWords numeric
@attribute NumberOfHashTag numeric
@attribute Class {1, 0}

@data
"#Terremoto del porco zioooo!!! Ma che cavolo sta succedendo?!?!?! geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography selfish_person hog hold_out stand be Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake","3","2","1","65","9","1","0"
"E intanto sta già schiarendo..... #terremoto in_the_meantime hold_out stand already geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake","0","2","0","45","6","1","0"
"A quanto pare la giornata è iniziata molto presto #terremoto appear seem unit_of_time day International_System_of_Units presently geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography http://dbpedia.org/resource/Category:Orders_of_magnitude_(time) http://dbpedia.org/ontology/Organisation http://dbpedia.org/resource/Day Day http://dbpedia.org/resource/Category:Day http://dbpedia.org/resource/Day Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake","1","3","1","61","9","1","0"
"Gallo e uccellini in concerto e io ho il mal di mare. Postumi da terremoto chicken rooster stud chicken young_bird nestling album In_concerto rock_band performance concert poorly motion_sickness seasickness body_of_water sea ocean System geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography http://dbpedia.org/resource/Category:Chicken http://dbpedia.org/resource/Category:National_symbols_of_Kenya Rooster http://dbpedia.org/resource/Category:Heraldic_beasts http://dbpedia.org/resource/Category:Articles_containing_video_clips http://dbpedia.org/ontology/Bird http://dbpedia.org/resource/Rooster http://dbpedia.org/resource/Rooster http://dbpedia.org/resource/Category:Music_performance http://dbpedia.org/resource/Category:Concerts http://dbpedia.org/ontology/Album http://dbpedia.org/resource/Concert Concert http://dbpedia.org/resource/Concert http://dbpedia.org/resource/Seasickness http://dbpedia.org/ontology/Disease http://dbpedia.org/resource/Category:Water_transport http://dbpedia.org/resource/Category:Motion_sickness Seasickness http://dbpedia.org/resource/Seasickness http://dbpedia.org/resource/Category:Seas http://dbpedia.org/resource/Category:Oceans http://dbpedia.org/ontology/Organisation http://dbpedia.org/resource/Category:Bodies_of_water http://dbpedia.org/resource/Sea http://dbpedia.org/resource/Category:Coastal_and_oceanic_landforms http://dbpedia.org/resource/Category:Oceanography Sea http://dbpedia.org/resource/Sea Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake","7","1","1","74","15","0","0"
"#terremoto Dai, noi ci proviamo. Buonanotte, Twitter! geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography inform testify farewell good_night microblogging Twitter Social_networking_service Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake http://dbpedia.org/ontology/Organisation http://dbpedia.org/resource/Category:Social_networking_websites http://dbpedia.org/resource/Category:Companies_listed_on_the_New_York_Stock_Exchange http://dbpedia.org/resource/Category:Android_(operating_system)_software http://dbpedia.org/resource/Category:Multilingual_websites http://dbpedia.org/resource/Twitter Twitter http://dbpedia.org/resource/Category:Social_networking_services http://dbpedia.org/resource/Category:Companies_based_in_San_Francisco http://dbpedia.org/ontology/Company http://dbpedia.org/resource/Category:Internet_properties_established_in_2006 http://dbpedia.org/ontology/Agent http://dbpedia.org/resource/Category:Microblogging http://dbpedia.org/resource/Category:IOS_software http://dbpedia.org/resource/Category:OS_X_software http://dbpedia.org/resource/Category:Internet_companies_of_the_United_States http://dbpedia.org/resource/Category:Twitter http://dbpedia.org/resource/Category:Universal_Windows_Platform_apps http://dbpedia.org/resource/Category:Real-time_web http://dbpedia.org/resource/Category:Firefox_OS_software http://dbpedia.org/resource/Category:2006_establishments_in_California http://dbpedia.org/resource/Category:Text_messaging http://dbpedia.org/resource/Category:WatchOS_software http://dbpedia.org/resource/Category:Proprietary_cross-platform_software http://dbpedia.org/resource/Category:American_brands http://schema.org/Organization http://dbpedia.org/resource/Category:Social_media http://dbpedia.org/resource/Category:South_of_Market,_San_Francisco http://dbpedia.org/resource/Twitter","3","2","2","53","7","1","0"
"E basta anche assestento  #terremoto #Bologna meglio uscire? geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography metropolis Bologna comune College_town City better move leave Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake Bologna http://dbpedia.org/ontology/City http://dbpedia.org/resource/Category:Cities_and_towns_in_Emilia-Romagna http://dbpedia.org/ontology/Place http://dbpedia.org/resource/Bologna http://dbpedia.org/ontology/Location http://dbpedia.org/resource/Category:Bologna http://dbpedia.org/ontology/Settlement http://dbpedia.org/resource/Category:Papal_States http://dbpedia.org/resource/Category:530s_BC_in_Europe http://dbpedia.org/resource/Category:6th-century_BC_establishments_in_Europe http://dbpedia.org/resource/Category:Roman_sites_of_Emilia-Romagna http://dbpedia.org/resource/Category:Boii http://schema.org/Place http://dbpedia.org/resource/Italy http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/resource/Category:University_towns_in_Italy http://dbpedia.org/resource/Bologna","2","4","0","60","8","2","0"
"#Terremoto adesso anche #Sky #tg24 ha avviato la diretta geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography now Servizi_televisivi_di_Sky_Italia Virtual_channel Sky_TG24 begin commence television_program Live_television television Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake http://dbpedia.org/ontology/Agent http://dbpedia.org/resource/Category:Television_channels_and_stations_established_in_2003 http://dbpedia.org/ontology/Organisation http://dbpedia.org/resource/Sky_TG24 http://schema.org/Organization http://schema.org/TelevisionStation http://dbpedia.org/ontology/Broadcaster http://dbpedia.org/resource/Category:24-hour_television_news_channels_in_Italy Sky_TG24 http://dbpedia.org/resource/Category:Sky_Italia http://dbpedia.org/ontology/TelevisionStation http://dbpedia.org/resource/Category:Italian-language_television_stations http://dbpedia.org/resource/Sky_TG24 http://dbpedia.org/resource/Category:Live_broadcasting http://dbpedia.org/resource/Category:Television_news http://dbpedia.org/resource/Live_television http://dbpedia.org/resource/Category:Television_terminology Live_television http://dbpedia.org/resource/Category:History_of_television http://dbpedia.org/resource/Live_television","3","3","1","56","9","3","0"
"Sono l'unico in Italia che non ha sentito il #terremoto? singular European_country Italy nation country member_state_of_the_United_Nations member_state_of_the_Council_of_Europe social_state Member_state_of_the_European_Union Parliamentary_republic unitary_state perceive hear geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography http://dbpedia.org/resource/Category:Member_states_of_the_United_Nations http://dbpedia.org/resource/Category:G20_nations http://dbpedia.org/resource/Category:Italian-speaking_countries_and_territories http://dbpedia.org/resource/Category:States_and_territories_established_in_1861 http://dbpedia.org/resource/Category:Italy http://dbpedia.org/resource/Italy http://dbpedia.org/ontology/PopulatedPlace http://schema.org/Country http://dbpedia.org/ontology/Place http://dbpedia.org/resource/Category:1861_establishments_in_Europe http://dbpedia.org/ontology/Location http://dbpedia.org/resource/Category:Southern_European_countries http://dbpedia.org/resource/Category:Countries_in_Europe http://dbpedia.org/resource/Category:Republics http://dbpedia.org/resource/Category:Member_states_of_the_Union_for_the_Mediterranean http://dbpedia.org/resource/Category:Member_states_of_the_European_Union http://dbpedia.org/resource/Category:Romance_countries_and_territories http://dbpedia.org/resource/Category:Member_states_of_NATO http://schema.org/Place Italy http://dbpedia.org/ontology/Person http://dbpedia.org/resource/Category:Liberal_democracies http://dbpedia.org/resource/Category:Member_states_of_the_Council_of_Europe http://dbpedia.org/ontology/Country http://dbpedia.org/resource/Category:G7_nations http://dbpedia.org/resource/Category:G8_nations http://dbpedia.org/resource/Italy Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake","2","3","1","56","11","1","0"
"non era un #terremoto , era semplicemente Ferrara che ha scoreggiato... geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography just act_involuntarily break_wind Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake","2","3","1","71","10","1","0"
"Rainews da notizie di libri... #terremoto #annamobene channel Rai_News24 info news broadcasting communication publication book work collectable medium set geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography http://dbpedia.org/ontology/Organisation http://dbpedia.org/resource/Category:Television_channels_and_stations_established_in_1999 http://dbpedia.org/ontology/Broadcaster http://dbpedia.org/resource/Category:24-hour_television_news_channels_in_Italy http://dbpedia.org/resource/Category:RAI_television_channels http://dbpedia.org/resource/Category:Italian-language_television_stations http://dbpedia.org/ontology/Agent http://dbpedia.org/resource/Category:Foreign_television_channels_broadcasting_in_the_United_Kingdom http://dbpedia.org/resource/Rai_News24 http://dbpedia.org/resource/Category:Free-to-air http://schema.org/Organization http://schema.org/TelevisionStation http://dbpedia.org/resource/Italy Rai_News24 http://dbpedia.org/ontology/TelevisionStation http://dbpedia.org/resource/Rai_News24 http://dbpedia.org/resource/Category:Radio_terminology http://dbpedia.org/resource/News http://dbpedia.org/resource/Category:Sociology_of_knowledge http://dbpedia.org/resource/Category:Television_terminology News http://dbpedia.org/resource/Category:Communication http://dbpedia.org/ontology/Company http://dbpedia.org/resource/Category:News http://dbpedia.org/resource/News http://dbpedia.org/resource/Category:Books http://dbpedia.org/resource/Category:Media_formats Book http://dbpedia.org/resource/Book http://dbpedia.org/resource/Category:Documents http://dbpedia.org/resource/Category:Paper_products http://dbpedia.org/resource/Book Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake","2","3","0","53","7","2","0"
"SKY si degna di aprire la diretta 1h dopo la scossa. #vergogna #terremoto open direct reflex shock dishonour shame emotion affect geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography http://dbpedia.org/resource/Shame Shame http://dbpedia.org/resource/Category:Narcissism http://dbpedia.org/resource/Category:Emotions http://dbpedia.org/resource/Shame Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake","4","3","1","73","13","2","0"
"Let's twist again! Si può dire che Quatzecoatl è una fottuta DRAMA QUEEN. #terremoto dance twist social_dancing be_able_to utter say rock_band Queen_(band) rock_band album Terremoto http://dbpedia.org/ontology/Agent Twist_(dance) http://dbpedia.org/resource/Category:1960s_fads_and_trends http://dbpedia.org/resource/Category:Twist_(dance) http://dbpedia.org/resource/Twist_(dance) http://dbpedia.org/resource/Category:Novelty_and_fad_dances http://dbpedia.org/resource/Twist_(dance) http://dbpedia.org/resource/Category:Art_rock_musical_groups http://dbpedia.org/resource/Category:Musical_groups_from_London http://dbpedia.org/ontology/Organisation http://dbpedia.org/resource/Category:Island_Records_artists http://dbpedia.org/resource/Category:Brit_Award_winners http://dbpedia.org/resource/Category:English_hard_rock_musical_groups http://dbpedia.org/ontology/Agent http://dbpedia.org/resource/Category:1970_establishments_in_England http://dbpedia.org/resource/Queen_(band) http://dbpedia.org/resource/Category:Brian_May http://dbpedia.org/resource/Category:Capitol_Records_artists http://dbpedia.org/resource/Category:Musical_quartets http://dbpedia.org/resource/Category:Kerrang!_Awards_winners http://dbpedia.org/resource/Category:Parlophone_artists http://dbpedia.org/ontology/Band http://dbpedia.org/resource/Category:EMI_Records_artists http://dbpedia.org/resource/Category:Rock_and_Roll_Hall_of_Fame_inductees http://dbpedia.org/resource/Category:English_heavy_metal_musical_groups http://dbpedia.org/resource/Category:Songwriters_Hall_of_Fame_inductees http://dbpedia.org/resource/Category:Musical_groups_established_in_1970 http://dbpedia.org/resource/Category:Progressive_pop_musicians http://dbpedia.org/resource/Category:English_progressive_rock_groups http://dbpedia.org/resource/Category:Queen_(band) http://dbpedia.org/ontology/Group http://dbpedia.org/resource/Category:Elektra_Records_artists http://dbpedia.org/resource/Category:English_rock_music_groups http://schema.org/Organization http://schema.org/MusicGroup http://dbpedia.org/resource/Category:Ivor_Novello_Award_winners Queen_(band) http://dbpedia.org/resource/Category:Freddie_Mercury http://dbpedia.org/resource/Category:Hollywood_Records_artists http://dbpedia.org/resource/Queen_(band) http://dbpedia.org/resource/Category:Italian-language_albums http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/resource/Terremoto http://dbpedia.org/resource/Category:1993_albums http://dbpedia.org/ontology/Album http://dbpedia.org/ontology/Work Terremoto http://dbpedia.org/resource/Category:Litfiba_albums http://schema.org/CreativeWork http://schema.org/MusicAlbum http://dbpedia.org/resource/Terremoto","6","3","1","86","14","1","0"
"#terremoto: la seconda scossa e mi sono infilata jeans e felpa.. geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography reflex shock pant jeans popular_music Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Category:American_inventions http://dbpedia.org/resource/Category:American_fashion Jeans http://dbpedia.org/resource/Category:History_of_fashion http://dbpedia.org/resource/Category:19th-century_fashion http://dbpedia.org/resource/Jeans http://dbpedia.org/resource/Category:Western_wear http://dbpedia.org/resource/Category:21st-century_fashion http://dbpedia.org/resource/Category:California_Gold_Rush http://dbpedia.org/resource/Category:20th-century_fashion http://dbpedia.org/resource/Category:Jeans http://dbpedia.org/resource/Category:History_of_clothing_(Western_fashion) http://dbpedia.org/resource/Category:Trousers_and_shorts http://dbpedia.org/resource/Category:1870s_fashion http://dbpedia.org/resource/Jeans","3","3","1","64","11","1","0"
"la bottiglia di Armagnac è salva #terremoto #mamma #lacrime vessel bottle container packing_case brandy Armagnac imp brat mother mammy activity tears behavior secretion http://dbpedia.org/resource/Bottle Bottle http://dbpedia.org/resource/Category:Food_packaging http://dbpedia.org/resource/Category:Food_storage_containers http://dbpedia.org/resource/Category:Bottles http://dbpedia.org/resource/Category:Packaging http://dbpedia.org/ontology/Company http://dbpedia.org/resource/Category:Liquid_containers http://dbpedia.org/resource/Bottle Armagnac_(brandy) http://dbpedia.org/resource/Category:Armagnac http://dbpedia.org/resource/Armagnac_(brandy) http://dbpedia.org/resource/Category:French_distilled_drinks http://dbpedia.org/resource/Armagnac_(brandy) http://dbpedia.org/resource/Crying http://dbpedia.org/ontology/Disease http://dbpedia.org/resource/Category:Behavior http://dbpedia.org/resource/Category:Emotion http://dbpedia.org/resource/Category:Youth Crying http://dbpedia.org/resource/Crying","4","4","0","60","8","3","0"
"Appena ho scritto vado a letto zac! Un'altra scossa.. Non lo scrivo più!! create_verbally compose enter construe read reflex shock create_verbally compose again ","2","3","1","74","14","0","0"
"Con la Family esploriamo nuove soluzioni abitative #terremoto http://t.co/jSYWZfcj investigate explore new statement resolution geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake","2","3","0","82","12","1","0"
"##terremoto skytg24 in diretta ora, ad un'ora esatta dal geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography Virtual_channel Sky_TG24 television_program Live_television television exact Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake http://dbpedia.org/ontology/Agent http://dbpedia.org/resource/Category:Television_channels_and_stations_established_in_2003 http://dbpedia.org/ontology/Organisation http://dbpedia.org/resource/Sky_TG24 http://schema.org/Organization http://schema.org/TelevisionStation http://dbpedia.org/ontology/Broadcaster http://dbpedia.org/resource/Category:24-hour_television_news_channels_in_Italy Sky_TG24 http://dbpedia.org/resource/Category:Sky_Italia http://dbpedia.org/ontology/TelevisionStation http://dbpedia.org/resource/Category:Italian-language_television_stations http://dbpedia.org/resource/Sky_TG24 http://dbpedia.org/resource/Category:Live_broadcasting http://dbpedia.org/resource/Category:Television_news http://dbpedia.org/resource/Live_television http://dbpedia.org/resource/Category:Television_terminology Live_television http://dbpedia.org/resource/Category:History_of_television http://dbpedia.org/resource/Live_television","2","1","0","56","10","1","0"
"Altre voci fantozziane dicono che Finale Emilia sia 'distrutta'... Mah... #terremoto communication phonation speech communication respiratory_system phonetics phonology process_(computing) utter say quality ultimate comune Finale_Emilia asterid_dicot_genus Emilia genus taxon Hypostasis_(linguistics) Mah deity geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography http://dbpedia.org/resource/Category:Human_voice Human_voice http://dbpedia.org/resource/Category:Vocal_music http://dbpedia.org/resource/Category:Voice_registers http://dbpedia.org/resource/Category:Phonetics http://dbpedia.org/resource/Human_voice http://dbpedia.org/resource/Human_voice http://dbpedia.org/resource/Finale_Emilia http://dbpedia.org/resource/Category:Cities_and_towns_in_Emilia-Romagna http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Location http://schema.org/Place http://dbpedia.org/resource/Italy http://dbpedia.org/ontology/Settlement Finale_Emilia http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/resource/Finale_Emilia http://dbpedia.org/ontology/Plant http://dbpedia.org/resource/Emilia_(genus) Emilia_(genus) http://dbpedia.org/resource/Emilia_(genus) http://dbpedia.org/resource/Mah http://dbpedia.org/ontology/Food http://dbpedia.org/resource/Category:Lunar_goddesses Mah http://dbpedia.org/resource/Category:Yazatas http://dbpedia.org/resource/Mah Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake","4","3","0","84","11","1","0"
"#BreakingNews: la scossa di #terremoto è stata avvertita anche su #Facebook... reflex shock geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake","4","3","0","79","10","3","0"
"assestamento...oppure no? #terremoto #vicenza science Assestamento_forestale non imp brat ","2","2","0","45","5","2","0"
"L'Epicentro è Emma Marrone. #Terremoto geographic_point epicenter female_given_name Emma_(given_name) name singer Emma_Marrone human spectral_color brown color Color_term geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography http://dbpedia.org/resource/Category:Geometric_centers http://dbpedia.org/ontology/Place Epicenter http://dbpedia.org/resource/Epicenter http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Epicenter http://dbpedia.org/resource/Category:Danish_feminine_given_names http://dbpedia.org/resource/Category:Dutch_feminine_given_names http://dbpedia.org/ontology/Name http://dbpedia.org/resource/Category:French_feminine_given_names http://dbpedia.org/resource/Category:Welsh_feminine_given_names http://dbpedia.org/resource/Emma_(given_name) Emma_(given_name) http://dbpedia.org/resource/Category:Czech_feminine_given_names http://dbpedia.org/ontology/GivenName http://dbpedia.org/resource/Category:Slovak_feminine_given_names http://dbpedia.org/resource/Category:Slovene_feminine_given_names http://dbpedia.org/resource/Category:English_feminine_given_names http://dbpedia.org/resource/Category:Finnish_feminine_given_names http://dbpedia.org/resource/Category:Scottish_feminine_given_names http://dbpedia.org/resource/Category:Scandinavian_feminine_given_names http://dbpedia.org/resource/Category:Icelandic_feminine_given_names http://dbpedia.org/resource/Category:Swedish_feminine_given_names http://dbpedia.org/resource/Category:Norwegian_feminine_given_names http://dbpedia.org/resource/Category:German_feminine_given_names http://dbpedia.org/resource/Category:Italian_feminine_given_names http://dbpedia.org/resource/Emma_(given_name) http://dbpedia.org/resource/Category:Italian_Eurovision_Song_Contest_entrants http://schema.org/Person Emma_Marrone http://dbpedia.org/ontology/Artist http://dbpedia.org/resource/Category:Articles_containing_video_clips http://dbpedia.org/resource/Category:21st-century_Italian_singers http://dbpedia.org/resource/Category:Living_people http://dbpedia.org/resource/Emma_Marrone http://dbpedia.org/resource/Category:1984_births http://dbpedia.org/resource/Category:Italian_rock_singers http://dbpedia.org/ontology/Agent http://dbpedia.org/resource/Category:Eurovision_Song_Contest_entrants_of_2014 http://dbpedia.org/resource/Category:Italian_female_singers http://dbpedia.org/ontology/MusicalArtist http://schema.org/MusicGroup http://dbpedia.org/ontology/Person http://dbpedia.org/resource/Category:Italian_pop_singers http://dbpedia.org/resource/Category:Sanremo_Music_Festival_winners http://dbpedia.org/resource/Emma_Marrone Brown http://dbpedia.org/resource/Category:Shades_of_orange http://dbpedia.org/resource/Brown http://dbpedia.org/ontology/Colour http://dbpedia.org/resource/Category:Shades_of_brown http://dbpedia.org/resource/Brown Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake","4","2","0","39","5","1","0"
"@DavideTeggiDj dormi ho hai sentito che scossa? rest kip perceive hear ","1","2","0","47","7","0","0"
"#terremoto il dramma è che si sta scaricando il telefono geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography misfortune disaster event_(philosophy) risk hold_out stand transfer download electronic_equipment telephone medium device set peripheral Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake http://dbpedia.org/ontology/Disease http://dbpedia.org/resource/Disaster Disaster http://dbpedia.org/resource/Category:Disasters http://dbpedia.org/resource/Disaster http://dbpedia.org/resource/Category:American_inventions Telephone http://dbpedia.org/ontology/Device http://dbpedia.org/resource/Category:Telecommunications_equipment http://dbpedia.org/resource/Category:Italian_inventions http://dbpedia.org/resource/Category:Scottish_inventions http://dbpedia.org/resource/Category:Articles_containing_video_clips http://dbpedia.org/resource/Category:Office_equipment http://dbpedia.org/resource/Category:Discovery_and_invention_controversies http://dbpedia.org/resource/Category:Canadian_inventions http://dbpedia.org/resource/Category:1876_introductions http://dbpedia.org/resource/Category:German_inventions http://dbpedia.org/resource/Category:Telephony http://dbpedia.org/resource/Telephone http://dbpedia.org/resource/Telephone","2","3","1","57","9","1","0"
"Sito del Gazzettino irraggiungibile, #terremoto al quotidiano? computer website web_page Interactive_media digital_media structure geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography newspaper daily Grothendieck_topology http://dbpedia.org/ontology/Building http://dbpedia.org/resource/Category:Sheaf_theory http://dbpedia.org/resource/Category:Topos_theory http://dbpedia.org/resource/Grothendieck_topology http://dbpedia.org/resource/Grothendieck_topology Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake","2","1","0","62","7","1","0"
"Ok con la seconda non dormo più #terremoto imprimatur OK word abbreviation acronym interjection slang rest kip more geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography http://dbpedia.org/ontology/Food http://dbpedia.org/resource/OK http://dbpedia.org/resource/Category:Interjections OK http://dbpedia.org/resource/Category:American_English_words http://dbpedia.org/resource/Category:Slang http://dbpedia.org/resource/OK Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake","0","2","0","43","8","1","0"
"#terremoto il letto ballava...bei ricordi...buonanotte a tutti geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography mouth read move dance mental_process memory basic_cognitive_process Earthquake http://dbpedia.org/resource/Category:Geological_hazards http://dbpedia.org/resource/Category:Earthquakes http://dbpedia.org/resource/Category:Seismology http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Earthquake http://dbpedia.org/resource/Category:Sources_of_knowledge http://dbpedia.org/resource/Category:Memory Memory http://dbpedia.org/ontology/Election http://dbpedia.org/resource/Memory http://dbpedia.org/resource/Category:Neuropsychological_assessment http://dbpedia.org/resource/Category:Mental_processes http://dbpedia.org/resource/Memory","2","3","1","62","9","1","0"
